uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00000_A,00000,A,you may esteem him,1,75,75,50,50,0,0,25,25,0,0,0,0,25,0,0,0,0
p00001_A,00001,A,as for the house itself to be sure it is too small for our family but we will make ourselves tolerably comfortable for the present as it is too late in the year for improvements perhaps in the spring if i have plenty of money as i dare say i shall we may think about building these parlors are both too small for such parties of our friends as i hope to see often collected here and i have some thoughts of throwing the passage into one of them with perhaps a part of the other and so leave the remainder of that other for an entrance this with a new drawing room which may be easily added and a bed chamber and garret above will make it a very snug little cottage i could wish the stairs were handsome but one must not expect every thing though i suppose it would be no difficult matter to widen them i shall see how much i am before hand with the world in the spring and we will plan our improvements accordingly,1,80.66,67.4,15.47,9.94,4.97,3.87,0,0,1.1,5.52,8.29,16.02,11.05,6.63,8.29,1.1,7.73
p00002_A,00002,A,infirmity do you call colonel brandon infirm i can easily suppose that his age may appear much greater to you than to my mother but you can hardly deceive yourself as to his having the use of his limbs,1,76.92,64.1,25.64,23.08,5.13,0,10.26,7.69,0,2.56,2.56,15.38,12.82,2.56,7.69,0,2.56
p00003_A,00003,A,my dearest child at this rate you must be in continual terror of my decay and it must seem to you a miracle that my life has been extended to the advanced age of forty,1,65.71,60,22.86,14.29,8.57,0,5.71,0,0,8.57,5.71,17.14,11.43,0,2.86,0,2.86
p00004_A,00004,A,had he been only in a violent fever you would not have despised him half so much confess marianne is not there something interesting to you in the flushed cheek hollow eye and quick pulse of a fever,1,71.05,63.16,13.16,10.53,0,0,5.26,5.26,0,2.63,7.89,10.53,13.16,7.89,5.26,5.26,5.26
p00005_A,00005,A,i rather think you are mistaken for when i was talking to her yesterday of getting a new grate for the spare bedchamber she observed that there was no immediate hurry for it as it was not likely that the room would be wanted for some time,1,82.98,65.96,19.15,10.64,4.26,0,2.13,4.26,0,8.51,6.38,14.89,12.77,6.38,4.26,4.26,2.13
p00006_A,00006,A,and what sort of a young man is he,1,77.78,66.67,22.22,11.11,0,0,0,11.11,0,11.11,11.11,11.11,11.11,0,11.11,0,0
p00007_A,00007,A,and is that all you can say for him but what are his manners on more intimate acquaintance what his pursuits his talents and genius,1,80,72,32,20,0,0,4,16,0,12,0,8,12,0,12,0,8
p00008_A,00008,A,but who is he where does he come from has he a house at allenham,1,86.67,80,26.67,26.67,0,0,0,20,0,0,6.67,13.33,20,6.67,6.67,0,0
p00009_A,00009,A,i do not believe that mr willoughby will be incommoded by the attempts of either of my daughters towards what you call catching him it is not an employment to which they have been brought up men are very safe with us let them be ever so rich i am glad to find however from what you say that he is a respectable young man and one whose acquaintance will not be ineligible,1,84.93,69.86,23.29,15.07,4.11,1.37,2.74,2.74,2.74,8.22,4.11,12.33,16.44,5.48,5.48,4.11,1.37
