merge_id,speaker,addressees,text_merged,first_turn_index,last_turn_index,source_quoteIDs
0,Mrs. Bennet,['Mr. Bennet'],my dear mr bennet have you heard that netherfield park is let at last but it is for mrs long has just been here and she told me all about it do not you want to know who has taken it,0,2,"Q0,Q1,Q2"
1,Mr. Bennet,['Mrs. Bennet'],you want to tell me and i have no objection to hearing it,3,3,Q3
2,Mrs. Bennet,['Mr. Bennet'],why my dear you must know mrs long says that netherfield is taken by a young man of large fortune from the north of england that he came down on monday in a chaise and four to see the place and was so much delighted with it that he agreed with mr morris immediately that he is to take possession before michaelmas and some of his servants are to be in the house by the end of next week,4,4,Q4
3,Mr. Bennet,['Mrs. Bennet'],what is his name,5,5,Q5
4,Mrs. Bennet,['Mr. Bennet'],bingley,6,6,Q6
5,Mr. Bennet,['Mrs. Bennet'],is he married or single,7,7,Q7
6,Mrs. Bennet,['Mr. Bennet'],oh single my dear to be sure a single man of large fortune four or five thousand a year what a fine thing for our girls,8,8,Q8
7,Mr. Bennet,['Mrs. Bennet'],how so how can it affect them,9,9,Q9
8,Mrs. Bennet,['Mr. Bennet'],my dear mr bennet how can you be so tiresome you must know that i am thinking of his marrying one of them,10,10,Q10
9,Mr. Bennet,['Mrs. Bennet'],is that his design in settling here,11,11,Q11
10,Mrs. Bennet,['Mr. Bennet'],design nonsense how can you talk so but it is very likely that he may fall in love with one of them and therefore you must visit him as soon as he comes,12,12,Q12
11,Mr. Bennet,['Mrs. Bennet'],i see no occasion for that you and the girls may go or you may send them by themselves which perhaps will be still better for as you are as handsome as any of them mr bingley might like you the best of the party,13,13,Q13
12,Mrs. Bennet,['Mr. Bennet'],my dear you flatter me i certainly have had my share of beauty but i do not pretend to be any thing extraordinary now when a woman has five grown up daughters she ought to give over thinking of her own beauty,14,14,Q14
13,Mr. Bennet,['Mrs. Bennet'],in such cases a woman has not often much beauty to think of,15,15,Q15
14,Mrs. Bennet,['Mr. Bennet'],but my dear you must indeed go and see mr bingley when he comes into the neighbourhood,16,16,Q16
15,Mr. Bennet,['Mrs. Bennet'],it is more than i engage for i assure you,17,17,Q17
16,Mrs. Bennet,['Mr. Bennet'],but consider your daughters only think what an establishment it would be for one of them sir william and lady lucas are determined to go merely on that account for in general you know they visit no new comers indeed you must go for it will be impossible for us to visit him if you do not,18,18,Q18
17,Mr. Bennet,['Mrs. Bennet'],you are over scrupulous surely i dare say mr bingley will be very glad to see you and i will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls though i must throw in a good word for my little lizzy,19,19,Q19
18,Mrs. Bennet,['Mr. Bennet'],i desire you will do no such thing lizzy is not a bit better than the others and i am sure she is not half so handsome as jane nor half so good humoured as lydia but you are always giving her the preference,20,20,Q20
19,Mr. Bennet,['Mrs. Bennet'],they have none of them much to recommend them they are all silly and ignorant like other girls but lizzy has something more of quickness than her sisters,21,21,Q21
20,Mrs. Bennet,['Mr. Bennet'],mr bennet how can you abuse your own children in such a way you take delight in vexing me you have no compassion on my poor nerves,22,22,Q22
21,Mr. Bennet,['Mrs. Bennet'],you mistake me my dear i have a high respect for your nerves they are my old friends i have heard you mention them with consideration these twenty years at least,23,23,Q23
22,Mrs. Bennet,['Mr. Bennet'],ah you do not know what i suffer,24,24,Q24
23,Mr. Bennet,['Mrs. Bennet'],but i hope you will get over it and live to see many young men of four thousand a year come into the neighbourhood,25,25,Q25
24,Mrs. Bennet,['Mr. Bennet'],it will be no use to us if twenty such should come since you will not visit them,26,26,Q26
25,Mr. Bennet,['Mrs. Bennet'],depend upon it my dear that when there are twenty i will visit them all,27,27,Q27
26,Mr. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mrs. Bennet']",i hope mr bingley will like it lizzy,28,28,Q28
27,Mrs. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mr. Bennet']",we are not in a way to know what mr bingley likes since we are not to visit,29,29,Q29
28,Elizabeth,"['Kitty', 'Lydia', 'Mary', 'Mr. Bennet', 'Mrs. Bennet']",but you forget mama that we shall meet him at the assemblies and that mrs long has promised to introduce him,30,30,Q30
29,Mrs. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mr. Bennet']",i do not believe mrs long will do any such thing she has two nieces of her own she is a selfish hypocritical woman and i have no opinion of her,31,31,Q31
30,Mr. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mrs. Bennet']",no more have i and i am glad to find that you do not depend on her serving you,32,32,Q32
31,Mrs. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mr. Bennet']",don t keep coughing so kitty for heaven s sake have a little compassion on my nerves you tear them to pieces,33,33,Q33
32,Mr. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mrs. Bennet']",kitty has no discretion in her coughs she times them ill,34,34,Q34
33,Kitty,"['Elizabeth', 'Lydia', 'Mary', 'Mr. Bennet', 'Mrs. Bennet']",i do not cough for my own amusement,35,35,Q35
34,Elizabeth,"['Kitty', 'Lydia', 'Mary', 'Mr. Bennet', 'Mrs. Bennet']",to morrow fortnight,36,36,Q36
35,Mrs. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mr. Bennet']",aye so it is and mrs long does not come back till the day before so it will be impossible for her to introduce him for she will not know him herself,37,37,Q37
36,Mr. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mrs. Bennet']",then my dear you may have the advantage of your friend and introduce mr bingley to her,38,38,Q38
37,Mrs. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mr. Bennet']",impossible mr bennet impossible when i am not acquainted with him myself how can you be so teazing,39,39,Q39
38,Mr. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mrs. Bennet']",i honour your circumspection a fortnight s acquaintance is certainly very little one cannot know what a man really is by the end of a fortnight but if we do not venture somebody else will and after all mrs long and her nieces must stand their chance and therefore as she will think it an act of kindness if you decline the office i will take it on myself,40,40,Q40
39,Mrs. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mr. Bennet']",nonsense nonsense,41,41,Q41
40,Mr. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mrs. Bennet']",what can be the meaning of that emphatic exclamation do you consider the forms of introduction and the stress that is laid on them as nonsense i cannot quite agree with you there what say you mary for you are a young lady of deep reflection i know and read great books and make extracts while mary is adjusting her ideas let us return to mr bingley,42,43,"Q42,Q43"
41,Mrs. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mr. Bennet']",i am sick of mr bingley,44,44,Q44
42,Mr. Bennet,"['Elizabeth', 'Lydia', 'Mary', 'Mrs. Bennet']",i am sorry to hear that but why did not you tell me so before if i had known as much this morning i certainly would not have called on him it is very unlucky but as i have actually paid the visit we cannot escape the acquaintance now,45,45,Q45
43,Mrs. Bennet,"['Elizabeth', 'Lydia', 'Mary', 'Mr. Bennet']",how good it was in you my dear mr bennet but i knew i should persuade you at last i was sure you loved your girls too well to neglect such an acquaintance well how pleased i am and it is such a good joke too that you should have gone this morning and never said a word about it till now,46,46,Q46
44,Mr. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary', 'Mrs. Bennet']",now kitty you may cough as much as you chuse,47,47,Q47
45,Mrs. Bennet,"['Elizabeth', 'Kitty', 'Lydia', 'Mary']",what an excellent father you have girls i do not know how you will ever make him amends for his kindness or me either for that matter at our time of life it is not so pleasant i can tell you to be making new acquaintance every day but for your sakes we would do any thing lydia my love though you are the youngest i dare say mr bingley will dance with you at the next ball,48,48,Q48
46,Lydia,"['Elizabeth', 'Kitty', 'Mary', 'Mrs. Bennet']",oh i am not afraid for though i am the youngest i m the tallest,49,49,Q49
47,Mrs. Bennet,['Mr. Bennet'],if i can but see one of my daughters happily settled at netherfield and all the others equally well married i shall have nothing to wish for,50,50,Q50
48,Mr. Bingley,['Mr. Darcy'],come darcy i must have you dance i hate to see you standing about by yourself in this stupid manner you had much better dance,51,51,Q51
49,Mr. Darcy,['Mr. Bingley'],i certainly shall not you know how i detest it unless i am particularly acquainted with my partner at such an assembly as this it would be insupportable your sisters are engaged and there is not another woman in the room whom it would not be a punishment to me to stand up with,52,52,Q52
50,Mr. Bingley,['Mr. Darcy'],i would not be so fastidious as you are for a kingdom upon my honour i never met with so many pleasant girls in my life as i have this evening and there are several of them you see uncommonly pretty,53,53,Q53
51,Mr. Darcy,['Mr. Bingley'],you are dancing with the only handsome girl in the room,54,54,Q54
52,Mr. Bingley,['Mr. Darcy'],oh she is the most beautiful creature i ever beheld but there is one of her sisters sitting down just behind you who is very pretty and i dare say very agreeable do let me ask my partner to introduce you,55,55,Q55
53,Mr. Darcy,['Mr. Bingley'],which do you mean she is tolerable but not handsome enough to tempt me and i am in no humour at present to give consequence to young ladies who are slighted by other men you had better return to your partner and enjoy her smiles for you are wasting your time with me,56,56,Q56
