A,B,i_text,j_text,article_i_count,article_j_count,article_i_present,article_j_present,auxverb_i_count,auxverb_j_count,auxverb_i_present,auxverb_j_present,conj_i_count,conj_j_count,conj_i_present,conj_j_present,adverb_i_count,adverb_j_count,adverb_i_present,adverb_j_present,ipron_i_count,ipron_j_count,ipron_i_present,ipron_j_present,negate_i_count,negate_j_count,negate_i_present,negate_j_present,ppron_i_count,ppron_j_count,ppron_i_present,ppron_j_present,prep_i_count,prep_j_count,prep_i_present,prep_j_present,quant_i_count,quant_j_count,quant_i_present,quant_j_present,i_tokens,j_tokens,i_merge_id,j_merge_id,i_addressees,A_gender,A_category,B_gender,B_category
Mrs. Bennet,Mr. Bennet,my dear mr bennet have you heard that netherfield park is let at last but it is for mrs long has just been here and she told me all about it do not you want to know who has taken it,in such cases a woman has not often much beauty to think of,0,1,0,1,7,1,1,1,2,0,1,0,2,1,1,1,5,0,1,0,1,1,1,1,8,0,1,0,3,2,1,1,0,0,0,0,41,13,0,13,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,why my dear you must know mrs long says that netherfield is taken by a young man of large fortune from the north of england that he came down on monday in a chaise and four to see the place and was so much delighted with it that he agreed with mr morris immediately that he is to take possession before michaelmas and some of his servants are to be in the house by the end of next week,you mistake me my dear i have a high respect for your nerves they are my old friends i have heard you mention them with consideration these twenty years at least,6,1,1,1,6,2,1,1,8,0,1,0,3,0,1,0,6,1,1,1,0,0,0,0,7,10,1,1,13,3,1,1,0,0,0,0,79,31,2,21,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,bingley,depend upon it my dear that when there are twenty i will visit them all,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,15,4,25,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,oh single my dear to be sure a single man of large fortune four or five thousand a year what a fine thing for our girls,mrs bennet before you take any or all of these houses for your son and daughter let us come to a right understanding into one house in this neighbourhood they shall never have admittance i will not encourage the impudence of either by receiving them at longbourn,3,2,1,1,1,2,1,1,1,4,1,1,0,1,0,1,0,2,0,1,0,2,0,1,2,6,1,1,2,8,1,1,0,0,0,0,26,47,6,905,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,my dear mr bennet how can you be so tiresome you must know that i am thinking of his marrying one of them,i see no occasion for that you and the girls may go or you may send them by themselves which perhaps will be still better for as you are as handsome as any of them mr bingley might like you the best of the party,0,3,0,1,4,6,1,1,2,4,1,1,1,3,1,1,1,1,1,1,0,0,0,0,6,8,1,1,2,5,1,1,0,0,0,0,23,45,8,11,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,design nonsense how can you talk so but it is very likely that he may fall in love with one of them and therefore you must visit him as soon as he comes,but i hope you will get over it and live to see many young men of four thousand a year come into the neighbourhood,0,2,0,1,4,1,1,1,5,2,1,1,5,0,1,0,4,1,1,1,0,0,0,0,7,3,1,1,3,3,1,1,0,0,0,0,33,24,10,23,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,my dear you flatter me i certainly have had my share of beauty but i do not pretend to be any thing extraordinary now when a woman has five grown up daughters she ought to give over thinking of her own beauty,they are wanted in the farm much oftener than i can get them,1,1,1,1,4,2,1,1,2,1,1,1,2,0,1,0,2,0,1,0,1,0,1,0,8,3,1,1,4,1,1,1,0,0,0,0,42,13,12,141,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,but my dear you must indeed go and see mr bingley when he comes into the neighbourhood,what is his name,1,0,1,0,1,1,1,1,3,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,3,1,1,1,1,0,1,0,0,0,0,0,17,4,14,3,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,but consider your daughters only think what an establishment it would be for one of them sir william and lady lucas are determined to go merely on that account for in general you know they visit no new comers indeed you must go for it will be impossible for us to visit him if you do not,no more have i and i am glad to find that you do not depend on her serving you,1,0,1,0,6,2,1,1,4,2,1,1,3,0,1,0,4,1,1,1,1,2,1,1,10,5,1,1,6,1,1,1,0,0,0,0,57,19,16,30,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,i desire you will do no such thing lizzy is not a bit better than the others and i am sure she is not half so handsome as jane nor half so good humoured as lydia but you are always giving her the preference,if he had had any compassion for me he would not have danced half so much for god s sake say no more of his partners oh that he had sprained his ancle in the first dance,3,1,1,1,5,4,1,1,3,3,1,1,4,2,1,1,2,5,1,1,2,1,1,1,6,6,1,1,3,4,1,1,0,0,0,0,44,37,18,55,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,mr bennet how can you abuse your own children in such a way you take delight in vexing me you have no compassion on my poor nerves,you are over scrupulous surely i dare say mr bingley will be very glad to see you and i will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls though i must throw in a good word for my little lizzy,1,3,1,1,1,6,1,1,1,2,1,1,0,4,0,1,0,3,0,1,0,0,0,0,6,11,1,1,3,6,1,1,0,0,0,0,27,55,20,17,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,ah you do not know what i suffer,my dear do not give way to such gloomy thoughts let us hope for better things let us flatter ourselves that i may be the survivor,0,1,0,1,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,5,1,1,0,2,0,1,0,0,0,0,8,26,22,492,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,it will be no use to us if twenty such should come since you will not visit them,the person of whom i speak is a gentleman and a stranger,0,3,0,1,4,1,1,1,2,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,4,1,1,1,1,1,1,1,0,0,0,0,18,12,24,299,Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,i do not believe mrs long will do any such thing she has two nieces of her own she is a selfish hypocritical woman and i have no opinion of her,it is more than i engage for i assure you,1,0,1,0,3,1,1,1,1,2,1,1,0,0,0,0,4,1,1,1,1,0,1,0,6,4,1,1,2,0,1,0,0,0,0,0,31,10,29,15,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate
Mrs. Bennet,Mr. Bennet,don t keep coughing so kitty for heaven s sake have a little compassion on my nerves you tear them to pieces,i am sorry to hear that but why did not you tell me so before if i had known as much this morning i certainly would not have called on him it is very unlucky but as i have actually paid the visit we cannot escape the acquaintance now,1,2,1,1,0,8,0,1,0,6,0,1,1,7,1,1,0,4,0,1,0,3,0,1,3,9,1,1,3,1,1,1,0,0,0,0,22,50,31,42,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,M,intermediate
