a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Sir Walter Elliot,Elizabeth,6,3,13,0.1388888888888889,0.1282051282051282,M,intermediate,F,minor
Mr Shepherd,Anne Elliot,7,3,17,0.119047619047619,0.0980392156862745,M,minor,F,major
Lady Russell,Anne Elliot,9,4,25,0.1203703703703703,0.09,F,minor,F,major
Captain Wentworth,Louisa Musgrove,9,5,29,0.1277777777777777,0.089655172413793,M,major,F,minor
Anne Elliot,Sir Walter Elliot,9,8,40,0.0851851851851852,0.078125,F,major,M,intermediate
Mary Musgrove,Charles Musgrove,9,6,44,0.0722222222222222,0.0643939393939393,F,intermediate,M,intermediate
Mary Musgrove,Lady Russell,9,4,29,0.0833333333333333,0.0603448275862069,F,intermediate,F,minor
Charles Musgrove,Anne Elliot,9,4,30,0.0648148148148148,0.0583333333333333,M,intermediate,F,major
Anne Elliot,Captain Wentworth,9,16,88,0.0663239538239538,0.0582386363636363,F,major,M,major
Captain Wentworth,Anne Elliot,9,18,114,0.0569908486575153,0.0575048732943469,M,major,F,major
Captain Harville,Anne Elliot,9,10,70,0.0527336860670193,0.0499999999999999,M,intermediate,F,major
Mrs Croft,Captain Wentworth,7,5,30,0.0571428571428571,0.0466666666666666,,,M,major
Anne Elliot,Mrs Smith,9,33,221,0.0524036063978592,0.044014808720691,F,major,F,intermediate
Mrs Musgrove,Anne Elliot,9,3,25,0.037037037037037,0.0266666666666666,F,intermediate,F,major
Anne Elliot,Charles Musgrove,9,5,40,0.0222222222222222,0.0199999999999999,F,major,M,intermediate
Sir Walter Elliot,Anne Elliot,9,7,44,0.0137566137566137,0.0194805194805195,M,intermediate,F,major
Sir Walter Elliot,Mr Shepherd,8,4,29,0.03125,0.0172413793103448,M,intermediate,M,minor
Mrs Smith,Anne Elliot,9,34,260,0.0162144367735689,0.0165158371040723,F,intermediate,F,major
Anne Elliot,Admiral Croft,9,8,51,0.0055555555555555,0.0049019607843137,F,major,M,intermediate
Captain Wentworth,Captain Harville,6,2,12,0.0,0.0,M,major,M,intermediate
