pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00000,Thomas Gradgrind,Cecilia Jupe,2,412,girl number twenty i don t know that girl who is that girl,i am sorry sir but i know it is quite true yet i have tried hard sir,Bitzer; Cecilia Jupe; Josiah Bounderby; Mr. M'choakumchild,M,major,F,major,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0
00001,Thomas Gradgrind,Cecilia Jupe,4,81,sissy is not a name don t call yourself sissy call yourself cecilia,i was i was run after sir and i wanted to get away,Bitzer; Cecilia Jupe; Josiah Bounderby; Mr. M'choakumchild,M,major,F,major,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
00002,Thomas Gradgrind,Cecilia Jupe,6,11,then he has no business to do it tell him he mustn t cecilia jupe let me see what is your father,oh yes sir,Bitzer; Cecilia Jupe; Josiah Bounderby; Mr. M'choakumchild,M,major,F,major,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
00003,Thomas Gradgrind,Cecilia Jupe,8,418,we don t want to know anything about that here you mustn t tell us about that here your father breaks horses don t he,thank you sir very much,Bitzer; Cecilia Jupe; Josiah Bounderby; Mr. M'choakumchild,M,major,F,major,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1
00004,Thomas Gradgrind,Cecilia Jupe,10,167,you mustn t tell us about the ring here very well then describe your father as a horsebreaker he doctors sick horses i dare say,when father comes back how will he ever find me if i go away,Bitzer; Cecilia Jupe; Josiah Bounderby; Mr. M'choakumchild,M,major,F,major,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0
00005,Thomas Gradgrind,Cecilia Jupe,80,99,halloa stop where are you going stop why are you tearing about the streets in this improper manner,this is it sir and if you wouldn t mind sir this is the house it s only crossing the bar sir and up the stairs if you wouldn t mind and waiting there for a moment till i get a candle if you should hear a dog sir it s only merrylegs and he only barks,Cecilia Jupe; Josiah Bounderby,M,major,F,major,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
00006,Thomas Gradgrind,Cecilia Jupe,83,1318,what do you mean boy what are you doing how dare you dash against everybody in this manner was this boy running after you jupe,we had our fears before yesterday and when i saw you brought to the side of the litter last night and heard what passed being close to rachael all the time i went to him when no one saw and said to him he was in a tremble before i whispered to him and he started and trembled more then and said i thought of father s old circus i have not forgotten where mr sleary goes at this time of year and i read of him in a paper only the other day i told him to hurry there and tell his name and ask mr sleary to hide him till i came he said and i saw him shrink away among the people,Bitzer; Cecilia Jupe; Josiah Bounderby,M,major,F,major,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
00007,Thomas Gradgrind,Cecilia Jupe,98,218,and this is pod s end is it jupe,about the fairies sir and the dwarf and the hunchback and the genies and about,Cecilia Jupe; Josiah Bounderby,M,major,F,major,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
00008,Thomas Gradgrind,Cecilia Jupe,166,3,the only observation i will make to you jupe in the way of influencing your decision is that it is highly desirable to have a sound practical education and that even your father himself from what i understand appears on your behalf to have known and felt that much be sure you know your own mind jupe i say no more be sure you know your own mind,sissy jupe sir,Cecilia Jupe; Josiah Bounderby; Master Kidderminster; Mr. E. W. B. Childers; Mr. Sleary,M,major,F,major,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
00009,Thomas Gradgrind,Cecilia Jupe,211,414,jupe i have made up my mind to take you into my house and when you are not in attendance at the school to employ you about mrs gradgrind who is rather an invalid i have explained to miss louisa this is miss louisa the miserable but natural end of your late career and you are to expressly understand that the whole of that subject is past and is not to be referred to any more from this time you begin your history you are at present ignorant i know,thank you sir i have thought sometimes that perhaps i tried to learn too much and that if i had asked to be allowed to try a little less i might have,Cecilia Jupe; Josiah Bounderby; Louisa Bounderby; Mrs. Sparsit,M,major,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
