uid,pair_id,side,text
p00000_A,00000,A,she would never forgive me
p00001_A,00001,A,why
p00002_A,00002,A,because it is quite out of the question thank you
p00003_A,00003,A,you see we don t like to take
p00004_A,00004,A,but why women like looking at a view men don t george persuade them
p00005_A,00005,A,it s so obvious they should have the rooms there s nothing else to say
p00006_A,00006,A,miss honeychurch lives in the parish of summer street and she happened to tell me in the course of conversation that you have just accepted the living
p00007_A,00007,A,quite right i move into the rectory at summer street next june i am lucky to be appointed to such a charming neighbourhood
p00008_A,00008,A,oh how glad i am the name of our house is windy corner there is mother and me generally and my brother though it s not often we get him to ch the church is rather far off i mean
p00009_A,00009,A,lucy dearest let mr beebe eat his dinner
p00010_A,00010,A,don t neglect the country round the first fine afternoon drive up to fiesole and round by settignano or something of that sort
p00011_A,00011,A,prato they must go to prato that place is too sweetly squalid for words i love it i revel in shaking off the trammels of respectability as you know
p00012_A,00012,A,no harm of course but we could not be under an obligation
p00013_A,00013,A,i was hoping that he was nice i do so always hope that people will be nice
p00014_A,00014,A,not at all i never suggested that
p00015_A,00015,A,but ought i not to apologize at all events for my apparent rudeness
p00016_A,00016,A,ah then you look into the court if only mr emerson was more tactful we were so sorry for you at dinner
p00017_A,00017,A,oh charlotte we must have the rooms now the old man is just as nice and kind as he can be
p00018_A,00018,A,i fear that i have been officious i must apologize for my interference
p00019_A,00019,A,my own wishes dearest lucy are unimportant in comparison with yours it would be hard indeed if i stopped you doing as you liked at florence when i am only here through your kindness if you wish me to turn these gentlemen out of their rooms i will do it would you then mr beebe kindly tell mr emerson that i accept his kind offer and then conduct him to me in order that i may thank him personally
p00020_A,00020,A,mr emerson is engaged but here is his son instead
p00021_A,00021,A,my father is in his bath so you cannot thank him personally but any message given by you to me will be given by me to him as soon as he comes out
p00022_A,00022,A,poor young man
p00023_A,00023,A,how angry he is with his father about the rooms it is all he can do to keep polite
p00024_A,00024,A,in half an hour or so your rooms will be ready
p00025_A,00025,A,if it is mrs grundy who is troubling you i do assure you that you can neglect the good person being english miss honeychurch will be perfectly safe italians understand a dear friend of mine contessa baroncelli has two daughters and when she cannot send a maid to school with them she lets them go in sailor hats instead every one takes them for english you see especially if their hair is strained tightly behind i will take you by a dear dirty back way miss honeychurch and if you bring me luck we shall have an adventure tut tut miss lucy i hope we shall soon emancipate you from baedeker he does but touch the surface of things as to the true italy he does not even dream of it the true italy is only to be found by patient observation
p00026_A,00026,A,you are a clever woman you have done more than all the relics in the world i am not of your creed but i do believe in those who make their fellow creatures happy there is no scheme of the universe
p00027_A,00027,A,niente
p00028_A,00028,A,no i came here with miss lavish who was to explain everything and just by the door it is too bad she simply ran away and after waiting quite a time i had to come in by myself
p00029_A,00029,A,why shouldn t you
p00030_A,00030,A,yes why shouldn t you come by yourself
p00031_A,00031,A,but miss lavish has even taken away baedeker
p00032_A,00032,A,baedeker i m glad it s that you minded it s worth minding the loss of a baedeker that s worth minding
p00033_A,00033,A,if you ve no baedeker you d better join us
p00034_A,00034,A,my dear i think that you are repeating what you have heard older people say you are pretending to be touchy but you are not really stop being so tiresome and tell me instead what part of the church you want to see to take you to it will be a real pleasure
p00035_A,00035,A,i am not touchy i hope it is the giottos that i want to see if you will kindly tell me which they are
p00036_A,00036,A,some of the people can only see the empty grave not the saint whoever he is going up it did happen like that if it happened at all
p00037_A,00037,A,pardon me the chapel is somewhat small for two parties we will incommode you no longer
p00038_A,00038,A,stop there s plenty of room for us all stop
p00039_A,00039,A,then i had better speak to him and remind him who i am it s that mr eager why did he go did we talk too loud how vexatious i shall go and say we are sorry hadn t i better then perhaps he will come back
p00040_A,00040,A,he will not come back
p00041_A,00041,A,how silly of them i think that a kind action done tactfully
