pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00000,Elinor,Mrs. Dashwood,27,29,you may esteem him,in a few months my dear marianne elinor will in all probability be settled for life we shall miss her but she will be happy,Mrs. Dashwood,F,major,F,intermediate,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1
00001,Mrs. Dashwood,Elinor,48,50,as for the house itself to be sure it is too small for our family but we will make ourselves tolerably comfortable for the present as it is too late in the year for improvements perhaps in the spring if i have plenty of money as i dare say i shall we may think about building these parlors are both too small for such parties of our friends as i hope to see often collected here and i have some thoughts of throwing the passage into one of them with perhaps a part of the other and so leave the remainder of that other for an entrance this with a new drawing room which may be easily added and a bed chamber and garret above will make it a very snug little cottage i could wish the stairs were handsome but one must not expect every thing though i suppose it would be no difficult matter to widen them i shall see how much i am before hand with the world in the spring and we will plan our improvements accordingly,infirmity do you call colonel brandon infirm i can easily suppose that his age may appear much greater to you than to my mother but you can hardly deceive yourself as to his having the use of his limbs,Elinor; Margaret; Marianne,F,intermediate,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
00002,Elinor,Mrs. Dashwood,50,52,infirmity do you call colonel brandon infirm i can easily suppose that his age may appear much greater to you than to my mother but you can hardly deceive yourself as to his having the use of his limbs,my dearest child at this rate you must be in continual terror of my decay and it must seem to you a miracle that my life has been extended to the advanced age of forty,Marianne; Mrs. Dashwood,F,major,F,intermediate,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
00003,Mrs. Dashwood,Elinor,52,54,my dearest child at this rate you must be in continual terror of my decay and it must seem to you a miracle that my life has been extended to the advanced age of forty,perhaps thirty five and seventeen had better not have any thing to do with matrimony together but if there should by any chance happen to be a woman who is single at seven and twenty i should not think colonel brandon s being thirty five any objection to his marrying her,Elinor; Marianne,F,intermediate,F,major,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00004,Elinor,Mrs. Dashwood,58,60,had he been only in a violent fever you would not have despised him half so much confess marianne is not there something interesting to you in the flushed cheek hollow eye and quick pulse of a fever,had you any idea of his coming so soon i had none on the contrary if i have felt any anxiety at all on the subject it has been in recollecting that he sometimes showed a want of pleasure and readiness in accepting my invitation when i talked of his coming to barton does elinor expect him already,Marianne; Mrs. Dashwood,F,major,F,intermediate,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00005,Mrs. Dashwood,Marianne,62,64,i rather think you are mistaken for when i was talking to her yesterday of getting a new grate for the spare bedchamber she observed that there was no immediate hurry for it as it was not likely that the room would be wanted for some time,is there a felicity in the world superior to this margaret we will walk here at least two hours,Marianne,F,intermediate,F,major,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
00006,Mrs. Dashwood,Marianne,68,70,and what sort of a young man is he,and is that all you can say for him but what are his manners on more intimate acquaintance what his pursuits his talents and genius,Elinor; John Middleton; Marianne,F,intermediate,F,major,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1
00007,Marianne,Elinor,70,72,and is that all you can say for him but what are his manners on more intimate acquaintance what his pursuits his talents and genius,but who is he where does he come from has he a house at allenham,Elinor; John Middleton; Mrs. Dashwood,F,major,F,major,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0
00008,Elinor,Mrs. Dashwood,72,74,but who is he where does he come from has he a house at allenham,i do not believe that mr willoughby will be incommoded by the attempts of either of my daughters towards what you call catching him it is not an employment to which they have been brought up men are very safe with us let them be ever so rich i am glad to find however from what you say that he is a respectable young man and one whose acquaintance will not be ineligible,John Middleton; Marianne; Mrs. Dashwood,F,major,F,intermediate,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
00009,Mrs. Dashwood,Marianne,74,76,i do not believe that mr willoughby will be incommoded by the attempts of either of my daughters towards what you call catching him it is not an employment to which they have been brought up men are very safe with us let them be ever so rich i am glad to find however from what you say that he is a respectable young man and one whose acquaintance will not be ineligible,did he indeed and with elegance with spirit,Elinor; John Middleton; Marianne,F,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
