a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Marianne,Mrs. Jennings,2,3,4,0.1666666666666666,0.1666666666666666,F,major,F,intermediate
Marianne,Margaret,7,3,15,0.119047619047619,0.1111111111111111,F,major,F,minor
Margaret,Marianne,5,3,12,0.1,0.0833333333333333,F,minor,F,major
Colonel Brandon,Mrs. Jennings,9,9,50,0.0802469135802469,0.0777777777777778,M,intermediate,F,intermediate
Thomas,Mrs. Dashwood,9,8,51,0.0916666666666666,0.0759803921568627,,,F,intermediate
Mrs. Jennings,Marianne,9,7,52,0.0708994708994709,0.0576923076923077,F,intermediate,F,major
Edward Ferrars,Elinor,9,15,98,0.0662966662966662,0.0551020408163265,M,intermediate,F,major
Edward Ferrars,Marianne,9,19,110,0.0591271855461742,0.0478468899521531,M,intermediate,F,major
Mrs. Dashwood,John Middleton,6,3,14,0.0555555555555555,0.0476190476190476,F,intermediate,M,intermediate
Marianne,Edward Ferrars,9,16,92,0.0504324379324379,0.0475543478260869,F,major,M,intermediate
Marianne,John Middleton,9,5,33,0.0666666666666666,0.0424242424242424,F,major,M,intermediate
John Middleton,Elinor,9,4,29,0.037037037037037,0.0344827586206896,M,intermediate,F,major
Elinor,Lucy Steele,9,35,207,0.0291791298370245,0.0281573498964803,F,major,F,intermediate
Mrs. Jennings,Elinor,9,28,218,0.0263017980409284,0.0247378768020969,F,intermediate,F,major
Elinor,Charlotte,9,10,47,0.0296296296296296,0.0234042553191489,F,major,F,intermediate
Elinor,Mrs. Dashwood,9,20,137,0.0282039583510171,0.0222627737226277,F,major,F,intermediate
Lady Middleton,Mrs. Jennings,6,3,15,0.0277777777777777,0.0222222222222222,F,minor,F,intermediate
Colonel Brandon,Elinor,9,20,146,0.0282266237374596,0.021917808219178,M,intermediate,F,major
Elinor,Marianne,9,64,410,0.0193476223648637,0.0175685975609756,F,major,F,major
Mrs. Dashwood,Marianne,9,11,88,0.0224466891133557,0.0175619834710743,F,intermediate,F,major
