family,importance,mean_conv
adverbs,intermediate,-0.0008680555555555629
adverbs,major,0.011691924408089813
adverbs,minor,-0.08333333333333334
articles,intermediate,-0.06979166666666667
articles,major,-0.005317124427891546
articles,minor,-0.08333333333333337
auxiliary_verbs,intermediate,0.028801169590643265
auxiliary_verbs,major,0.042820540549373495
auxiliary_verbs,minor,-0.041666666666666685
conjunctions,intermediate,-0.003472222222222233
conjunctions,major,0.03139783089018201
impersonal_pronouns,intermediate,0.015520282186948842
impersonal_pronouns,major,0.04430784392438527
negations,intermediate,0.018518518518518517
negations,major,0.08449795970355181
personal_pronouns,intermediate,0.014652014652014654
personal_pronouns,major,0.01660691322141943
personal_pronouns,minor,0.0
prepositions,intermediate,0.004385964912280689
prepositions,major,0.00906412415091026
quantifiers,intermediate,0.03425925925925924
quantifiers,major,0.0529141667299562
