a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Adela Quested,Cyril Fielding,8,9,51,-0.03348214285714288,-0.017429193899782158,F,major,M,major
Adela Quested,Mrs. Moore,8,14,51,0.05282738095238095,0.06722689075630252,F,major,F,major
Adela Quested,Mrs. Turton,6,5,23,-0.01944444444444446,-0.0173913043478261,F,major,F,intermediate
Adela Quested,Professor Godbole,1,3,3,0.0,0.0,F,major,M,intermediate
Adela Quested,Ronny Heaslop,9,11,54,0.007190957190957186,0.003367003367003364,F,major,M,major
Aunt Juley,Helen,7,6,29,0.030952380952380953,0.034482758620689655,F,major,F,major
Aunt Juley,Margaret,9,6,36,0.10925925925925926,0.08796296296296297,F,major,F,major
Aunt Juley,Tibby,1,3,3,0.0,0.0,F,major,M,intermediate
Caroline Abbott,Mr. Herriton,5,5,19,0.11333333333333333,0.11578947368421054,F,major,M,major
Cecil,Lucy,3,4,12,0.0,0.0,,,,
Cecil,Mrs. Honeychurch,1,6,3,0.16666666666666663,0.16666666666666663,,,F,major
Cecil,Sir Harry Otway,1,3,3,0.0,0.0,,,M,minor
Charles Wilcox,Margaret,2,3,6,0.0,0.0,M,major,F,major
Cyril Fielding,Adela Quested,3,3,9,0.0,0.0,M,major,F,major
Cyril Fielding,Dr. Aziz,5,6,19,0.19333333333333333,0.18421052631578946,M,major,M,major
Cyril Fielding,Hamidullah,2,4,7,0.0,0.0,M,major,M,intermediate
Cyril Fielding,Mrs. Moore,4,5,13,-0.0666666666666667,-0.06153846153846157,M,major,F,major
Dolly,Margaret,2,4,7,-0.08333333333333334,-0.07142857142857142,F,intermediate,F,major
Dr. Aziz,Adela Quested,8,6,31,0.07708333333333334,0.08064516129032259,M,major,F,major
Dr. Aziz,Cyril Fielding,9,8,42,0.09629629629629627,0.09523809523809523,M,major,M,major
Dr. Aziz,Hamidullah,3,3,9,0.0,0.0,M,major,M,intermediate
Dr. Aziz,Mahmoud Ali,4,5,14,0.012499999999999997,0.014285714285714287,M,major,M,intermediate
Dr. Aziz,Mrs. Moore,9,9,51,-0.0029982363315696602,5.442269728554689e-18,M,major,F,major
Dr. Aziz,Professor Godbole,1,3,3,0.0,0.0,M,major,M,intermediate
Evie,Henry,1,5,4,-0.09999999999999998,-0.09999999999999998,F,intermediate,,
Freddy,Lucy,9,9,46,-0.02971781305114636,-0.028985507246376784,M,intermediate,,
Freddy,Mr. Beebe,6,7,25,-0.11984126984126982,-0.10857142857142855,M,intermediate,M,major
Freddy,Mrs. Honeychurch,2,4,7,0.0,0.0,M,intermediate,F,major
George Emerson,Lucy,8,10,46,0.02455357142857143,0.02391304347826087,M,intermediate,,
George Emerson,Mr. Emerson,6,6,21,0.03611111111111113,0.04761904761904764,M,intermediate,M,intermediate
George Emerson,Mr. Vyse,2,4,7,0.08333333333333331,0.07142857142857141,M,intermediate,M,intermediate
Hamidullah,Adela Quested,5,4,19,0.016666666666666663,0.013157894736842103,M,intermediate,F,major
Hamidullah,Cyril Fielding,2,4,6,0.04166666666666663,0.04166666666666663,M,intermediate,M,major
Hamidullah,Dr. Aziz,3,3,9,0.0,0.0,M,intermediate,M,major
Hamidullah,Ram Chand,1,3,3,0.0,0.0,M,intermediate,M,minor
Harriet,Mr. Herriton,6,7,24,0.09523809523809523,0.07142857142857141,F,major,M,major
Harriet,Mrs. Herriton,6,4,23,-0.013888888888888895,-0.01086956521739131,F,major,F,intermediate
Helen,Aunt Juley,8,7,37,-0.03303571428571429,-0.03861003861003863,F,major,F,major
Helen,Leonard,9,9,47,-0.014991181657848332,-0.054373522458628844,F,major,M,major
Helen,Margaret,8,25,131,-0.012649146285655267,-0.0061068702290076665,F,major,F,major
Helen,Tibby,7,5,26,0.1357142857142857,0.11538461538461539,F,major,M,intermediate
Henry,Charles Wilcox,1,3,3,0.0,0.0,,,M,major
Henry,Dolly,4,4,12,0.02083333333333333,0.020833333333333332,,,F,intermediate
Henry,Evie,5,4,16,0.06666666666666665,0.062499999999999986,,,F,intermediate
Henry,Helen,8,6,40,-0.02916666666666665,-0.012499999999999983,,,F,major
Henry,Margaret,9,27,101,-0.0037212273323384342,-0.004767143381004763,,,F,major
Leonard,Helen,8,9,40,0.06964285714285715,0.05277777777777777,M,major,F,major
Leonard,Margaret,7,8,34,-0.07857142857142858,-0.06985294117647059,M,major,F,major
Lilia,Signor Carella,7,6,26,0.16666666666666669,0.16025641025641027,F,intermediate,M,major
Lucy,Cecil,3,5,10,-0.09999999999999999,-0.1,,,,
Lucy,Freddy,5,6,18,-0.023333333333333327,-0.018518518518518514,,,M,intermediate
Lucy,George Emerson,7,8,34,-0.09081632653061225,-0.08455882352941177,,,M,intermediate
Lucy,Miss Bartlett,9,12,72,-0.00830126663459998,-0.0023148148148148277,,,F,major
Lucy,Miss Catherine Alan,1,3,3,0.0,0.0,,,F,minor
Lucy,Mr. Beebe,7,5,27,0.02619047619047616,0.022222222222222192,,,M,major
Lucy,Mr. Emerson,2,3,6,0.0,0.0,,,M,intermediate
Lucy,Mr. Vyse,2,4,7,-0.041666666666666685,-0.03571428571428573,,,M,intermediate
Lucy,Mrs. Honeychurch,9,11,50,0.07457912457912458,0.0618181818181818,,,F,major
Mahmoud Ali,Dr. Aziz,5,5,17,-0.11000000000000001,-0.09411764705882356,M,intermediate,M,major
Margaret,Aunt Juley,2,4,7,0.0,0.0,F,major,F,major
Margaret,Fraulein Mosebach,4,4,12,-0.08333333333333336,-0.08333333333333336,F,major,F,minor
Margaret,Helen,9,19,91,0.034514738023509975,0.006940427993059591,F,major,F,major
Margaret,Henry,9,21,65,-0.0652557319223986,-0.07032967032967036,F,major,,
Margaret,Leonard,8,8,36,-0.048958333333333326,-0.04513888888888888,F,major,M,major
Margaret,Mrs. Wilcox,8,4,29,-0.04166666666666667,-0.034482758620689655,F,major,F,intermediate
Margaret,Tibby,7,5,23,-0.026190476190476226,-0.026086956521739174,F,major,M,intermediate
Miss Avery,Margaret,3,5,9,-0.022222222222222254,-0.022222222222222254,F,intermediate,F,major
Miss Bartlett,Lucy,9,9,46,-0.06587301587301587,-0.036231884057971016,F,major,,
Miss Bartlett,Mr. Beebe,6,8,28,-0.013888888888888876,0.0044642857142857305,F,major,M,major
Miss Catherine Alan,Mr. Beebe,6,4,19,0.04166666666666665,0.0394736842105263,F,minor,M,major
Miss Lavish,Lucy,2,3,6,0.0,0.0,F,intermediate,,
Miss Lavish,Rev. Cuthbert Eager,3,3,9,0.0,0.0,F,intermediate,M,intermediate
Mr. Beebe,Freddy,9,9,55,-0.044356261022927695,-0.042424242424242434,M,major,M,intermediate
Mr. Beebe,George Emerson,1,3,3,0.0,0.0,M,major,M,intermediate
Mr. Beebe,Lucy,8,12,61,0.08251262626262627,0.06830601092896176,M,major,,
Mr. Beebe,Miss Bartlett,8,9,43,0.055059523809523815,0.046511627906976744,M,major,F,major
Mr. Emerson,George Emerson,7,5,27,0.13333333333333333,0.1111111111111111,M,intermediate,M,intermediate
Mr. Emerson,Lucy,8,7,37,-0.011904761904761883,-0.003861003861003838,M,intermediate,,
Mr. Emerson,Mr. Beebe,5,5,21,0.07333333333333332,0.05714285714285713,M,intermediate,M,major
Mr. Herriton,Caroline Abbott,6,6,23,0.15277777777777776,0.15217391304347824,M,major,F,major
Mr. Herriton,Mrs. Herriton,6,6,24,0.027777777777777773,0.02083333333333333,M,major,F,intermediate
Mr. Turton,Adela Quested,1,4,4,0.0,0.0,M,intermediate,F,major
Mr. Vyse,George Emerson,4,5,15,-0.06250000000000001,-0.05333333333333335,M,intermediate,M,intermediate
Mr. Wilcox,Dolly,1,3,3,0.0,0.0,M,major,F,intermediate
