a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
A Stray Subaltern,Dr. Aziz,3,4,6,-0.25,-0.25,M,minor,M,major
A Stray Subaltern,Mr. Turton,4,3,9,0.08333333333333334,0.07407407407407408,M,minor,M,intermediate
A Young Man Low Down In The Education Office,Margaret,3,3,8,0.11111111111111112,0.08333333333333334,M,minor,F,major
Adela Quested,Antony,1,2,2,0.0,0.0,F,major,M,minor
Adela Quested,Cyril Fielding,9,52,268,-0.033722802160970775,-0.03573478760045927,F,major,M,major
Adela Quested,Dr. Aziz,9,33,156,-0.013641202428387782,-0.0015540015540015555,F,major,M,major
Adela Quested,Hamidullah,8,8,35,0.23199404761904763,0.13214285714285715,F,major,M,intermediate
Adela Quested,Miss Derek,3,2,6,0.0,0.0,F,major,F,intermediate
Adela Quested,Mr. Mcbryde,9,13,53,-0.03414733414733419,-0.011611030478955054,F,major,M,intermediate
Adela Quested,Mr. Turton,9,5,29,-0.038888888888888896,-0.006896551724137941,F,major,M,intermediate
Adela Quested,Mrs. Moore,9,36,185,0.05684379981113194,0.04144144144144147,F,major,F,major
Adela Quested,Mrs. Turton,1,3,2,0.0,0.0,F,major,F,intermediate
Adela Quested,Professor Godbole,7,6,21,-0.07619047619047618,-0.03174603174603173,F,major,M,intermediate
Adela Quested,Ronny Heaslop,9,55,225,-0.007230165769523542,0.0021010101010100974,F,major,M,major
Adela Quested,The Nawab Badahur,7,5,18,-0.052380952380952396,-0.03333333333333335,F,major,M,intermediate
An Earnest Girl,Margaret,1,2,2,0.0,0.0,F,minor,F,major
Antony,Adela Quested,1,2,2,0.0,0.0,M,minor,F,major
Aunt Juley,Charles Wilcox,9,27,123,-0.058527223805001576,-0.03613369467028002,F,major,M,major
Aunt Juley,Fraulein Mosebach,4,2,8,0.0,0.0,F,major,F,minor
Aunt Juley,Frieda,6,2,12,0.0,0.0,F,major,,
Aunt Juley,Helen,9,15,94,0.026647426647426642,0.002836879432624108,F,major,F,major
Aunt Juley,Margaret,9,54,253,0.01426403470943701,0.006587615283267449,F,major,F,major
Aunt Juley,Tibby,3,2,6,0.0,0.0,F,major,M,intermediate
Caroline Abbott,Harriet,7,4,21,-0.07142857142857147,-0.07142857142857142,F,major,F,major
Caroline Abbott,Mr. Herriton,9,132,671,0.004922436394437747,0.0036467506661247776,F,major,M,major
Caroline Abbott,Mrs. Herriton,6,5,18,-0.10000000000000002,-0.07777777777777779,F,major,F,intermediate
