pair,adverbs,articles,auxiliary_verbs,conjunctions,impersonal_pronouns,negations,personal_pronouns,prepositions,quantifiers
Adela Quested→Cyril Fielding,0.0235042735042734,0.053113553113553,0.0519230769230768,0.06,0.0948717948717948,0.1184210526315789,0.0525328330206378,0.0452182952182952,0.1032388663967611
Adela Quested→Mrs. Moore,-0.0570175438596491,0.1593567251461988,-0.0025252525252524,0.0277777777777777,-0.0555555555555555,0.0854700854700855,0.0019157088122605,0.0534188034188034,0.2676767676767676
Aunt Juley→Margaret,-0.001058201058201,0.0026455026455026,-0.0034722222222222,-0.0089399744572158,0.0333333333333333,0.1666666666666666,0.0589225589225589,0.0092592592592591,0.1096296296296296
Cyril Fielding→Hamidullah,0.0883620689655172,-0.0567951318458417,0.0224137931034482,0.1405835543766578,0.1012931034482759,-0.1448275862068965,0.0114942528735632,-0.0203761755485893,0.0477453580901857
Cyril Fielding→Adela Quested,-0.0297619047619047,0.0833333333333333,-0.0277777777777777,0.0714285714285714,0.0147783251231526,-0.0357142857142857,-0.0127551020408164,0.0293040293040293,0.0453296703296703
Cecil→Lucy,-0.0032206119162641,0.0,-0.0837359098228663,0.0,0.1366459627329192,0.0920716112531969,-0.0421607378129116,-0.1241234221598877,0.0465838509316769
Caroline Abbott→Signor Carella,0.0804953560371516,0.2052631578947368,-0.0282651072124756,-0.0456140350877193,0.117408906882591,-0.0870445344129554,0.020242914979757,-0.1345029239766082,0.1770334928229665
Caroline Abbott→Mr. Herriton,0.0126830098740211,0.1161616161616161,0.0129186602870814,-0.0079149706015377,0.0757575757575756,0.1037296037296037,0.0046620046620047,0.0181818181818181,0.0060606060606061
Helen→Margaret,-0.0124137931034482,-0.0075242718446602,0.0170588235294117,0.0391322314049586,0.0182352941176471,0.0147058823529411,0.0432432432432432,-0.0010526315789473,0.0760526315789473
Hamidullah→Dr. Aziz,0.0,-0.0208333333333333,-0.0277777777777777,-0.0416666666666667,0.1363636363636363,-0.0378787878787879,0.0654761904761904,0.1071428571428571,-0.0595238095238095
Harriet→Mr. Herriton,0.0329004329004329,0.0285714285714285,0.0578754578754578,-0.0600985221674876,0.0428571428571428,-0.0324675324675324,0.0300492610837438,-0.0273291925465838,0.1628571428571428
Helen→Leonard,-0.0418353576248312,0.1359649122807018,0.0095693779904306,0.0323464912280702,-0.0922467458970006,-0.1008771929824561,0.0573384681215233,-0.0646616541353384,0.1403508771929824
