a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Margaret,Jacky,1,3,2,0.3333333333333333,0.3333333333333333,F,major,,
Evie,Mrs. Wilcox,1,3,2,0.3333333333333333,0.3333333333333333,F,intermediate,F,intermediate
Leonard,Mr. Cunningham,1,5,2,0.3,0.3,M,major,M,minor
Mrs. Bhattacharya,Mrs. Moore,2,4,4,0.25,0.25,F,minor,F,major
Jacky,Margaret,2,3,4,0.25,0.25,,,F,major
The Nawab Badahur,Adela Quested,1,4,2,0.25,0.25,M,intermediate,F,major
Mrs. Lesley,Major Callendar,6,6,16,0.1944444444444444,0.1770833333333333,F,minor,M,intermediate
_unknowable,Mrs. Turton,3,3,6,0.1666666666666666,0.1666666666666666,F,intermediate,F,intermediate
Margaret,Crane,2,3,4,0.1666666666666666,0.1666666666666666,F,major,,
Hassan,Dr. Aziz,1,6,2,0.1666666666666666,0.1666666666666666,M,minor,M,major
Sir Harry Otway,Cecil,6,3,12,0.1666666666666666,0.1666666666666666,M,minor,,
Adela Quested,Hamidullah,8,8,35,0.2569940476190476,0.1607142857142857,F,major,M,intermediate
Mr. Turton,Major Callendar,8,4,19,0.1666666666666666,0.1578947368421052,M,intermediate,M,intermediate
George Emerson,Mr. Beebe,5,7,13,0.1428571428571428,0.1428571428571428,M,intermediate,M,major
Lucy,Powell,2,3,5,0.1666666666666666,0.1333333333333333,,,M,minor
Henry,Evie,7,7,25,0.1914965986394558,0.1314285714285714,,,F,intermediate
Dr. Panna Lal,Ram Chand,6,3,13,0.1388888888888889,0.1282051282051282,M,intermediate,M,minor
Henry,Paul,8,5,24,0.15,0.125,,,M,minor
Caroline Abbott,Harriet,7,4,21,0.119047619047619,0.119047619047619,F,major,F,major
Mrs. Herriton,Caroline Abbott,9,7,41,0.1301587301587302,0.1184668989547038,F,intermediate,F,major
