uid,pair_id,side,text
p00000_A,00000,A,girl number twenty i don t know that girl who is that girl
p00001_A,00001,A,sissy jupe sir
p00002_A,00002,A,sissy is not a name don t call yourself sissy call yourself cecilia
p00003_A,00003,A,it s father as calls me sissy sir
p00004_A,00004,A,then he has no business to do it tell him he mustn t cecilia jupe let me see what is your father
p00005_A,00005,A,he belongs to the horse riding if you please sir
p00006_A,00006,A,we don t want to know anything about that here you mustn t tell us about that here your father breaks horses don t he
p00007_A,00007,A,if you please sir when they can get any to break they do break horses in the ring sir
p00008_A,00008,A,you mustn t tell us about the ring here very well then describe your father as a horsebreaker he doctors sick horses i dare say
p00009_A,00009,A,oh yes sir
p00010_A,00010,A,very well then he is a veterinary surgeon a farrier and horsebreaker give me your definition of a horse girl number twenty unable to define a horse girl number twenty possessed of no facts in reference to one of the commonest of animals some boy s definition of a horse bitzer yours bitzer your definition of a horse
p00011_A,00011,A,quadruped graminivorous forty teeth namely twenty four grinders four eye teeth and twelve incisive sheds coat in the spring in marshy countries sheds hoofs too hoofs hard but requiring to be shod with iron age known by marks in mouth
p00012_A,00012,A,now girl number twenty you know what a horse is
p00013_A,00013,A,of course no why wouldn t you you must paper it
p00014_A,00014,A,you must paper it whether you like it or not don t tell us you wouldn t paper it what do you mean boy
p00015_A,00015,A,yes sir no sir
p00016_A,00016,A,and is that why you would put tables and chairs upon them and have people walking over them with heavy boots
p00017_A,00017,A,it wouldn t hurt them sir they wouldn t crush and wither if you please sir they would be the pictures of what was very pretty and pleasant and i would fancy
p00018_A,00018,A,ay ay ay but you mustn t fancy that s it you are never to fancy
p00019_A,00019,A,fact fact fact
p00020_A,00020,A,fact fact fact
p00021_A,00021,A,you are to be in all things regulated and governed by fact we hope to have before long a board of fact composed of commissioners of fact who will force the people to be a people of fact and of nothing but fact you must discard the word fancy altogether you have nothing to do with it you are not to have in any object of use or ornament what would be a contradiction in fact you don t walk upon flowers in fact you cannot be allowed to walk upon flowers in carpets you don t find that foreign birds and butterflies come and perch upon your crockery you cannot be permitted to paint foreign birds and butterflies upon your crockery you never meet with quadrupeds going up and down walls you must not have quadrupeds represented upon walls you must use for all these purposes combinations and modifications in primary colours of mathematical figures which are susceptible of proof and demonstration this is the new discovery this is fact this is taste now if mr m choakumchild will proceed to give his first lesson here mr gradgrind i shall be happy at your request to observe his mode of procedure
p00022_A,00022,A,louisa thomas in the name of wonder idleness and folly what do you do here
p00023_A,00023,A,wanted to see what it was like
p00024_A,00024,A,what it was like
p00025_A,00025,A,yes father
p00026_A,00026,A,thomas though i have the fact before me i find it difficult to believe that you with your education and resources should have brought your sister to a scene like this
p00027_A,00027,A,i brought him father i asked him to come
p00028_A,00028,A,i am sorry to hear it i am very sorry indeed to hear it it makes thomas no better and it makes you worse louisa you thomas and you to whom the circle of the sciences is open thomas and you who may be said to be replete with facts thomas and you who have been trained to mathematical exactness thomas and you here in this degraded position i am amazed
p00029_A,00029,A,i was tired father i have been tired a long time
p00030_A,00030,A,tired of what
p00031_A,00031,A,i don t know of what of everything i think
p00032_A,00032,A,i hadn t a shoe to my foot as to a stocking i didn t know such a thing by name i passed the day in a ditch and the night in a pigsty that s the way i spent my tenth birthday not that a ditch was new to me for i was born in a ditch
p00033_A,00033,A,enough to give a baby cold
p00034_A,00034,A,well what s the matter what is young thomas in the dumps about
p00035_A,00035,A,we were peeping at the circus and father caught us
p00036_A,00036,A,and mrs gradgrind i should as soon have expected to find my children reading poetry
