merge_id,speaker,addressees,text_merged,first_turn_index,last_turn_index,source_quoteIDs
0,Thomas Gradgrind,"['Cecilia Jupe', 'The Schoolmaster']",now what i want is facts teach these boys and girls nothing but facts facts alone are wanted in life plant nothing else and root out everything else you can only form the minds of reasoning animals upon facts nothing else will ever be of any service to them this is the principle on which i bring up my own children and this is the principle on which i bring up these children stick to facts sir in this life we want nothing but facts sir nothing but facts,0,1,"Q0,Q1"
1,Thomas Gradgrind,[],boys and girls sir,2,3,"Q2,Q3"
2,Thomas Gradgrind,"['Bitzer', 'Cecilia Jupe', 'Josiah Bounderby', ""Mr. M'choakumchild""]",girl number twenty i don t know that girl who is that girl,4,4,Q4
3,Cecilia Jupe,"['Bitzer', 'Josiah Bounderby', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",sissy jupe sir,5,5,Q5
4,Thomas Gradgrind,"['Bitzer', 'Cecilia Jupe', 'Josiah Bounderby', ""Mr. M'choakumchild""]",sissy is not a name don t call yourself sissy call yourself cecilia,6,6,Q6
5,Cecilia Jupe,"['Bitzer', 'Josiah Bounderby', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",it s father as calls me sissy sir,7,7,Q7
6,Thomas Gradgrind,"['Bitzer', 'Cecilia Jupe', 'Josiah Bounderby', ""Mr. M'choakumchild""]",then he has no business to do it tell him he mustn t cecilia jupe let me see what is your father,8,8,Q8
7,Cecilia Jupe,"['Bitzer', 'Josiah Bounderby', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",he belongs to the horse riding if you please sir,9,9,Q9
8,Thomas Gradgrind,"['Bitzer', 'Cecilia Jupe', 'Josiah Bounderby', ""Mr. M'choakumchild""]",we don t want to know anything about that here you mustn t tell us about that here your father breaks horses don t he,10,10,Q10
9,Cecilia Jupe,"['Bitzer', 'Josiah Bounderby', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",if you please sir when they can get any to break they do break horses in the ring sir,11,11,Q11
10,Thomas Gradgrind,"['Bitzer', 'Cecilia Jupe', 'Josiah Bounderby', ""Mr. M'choakumchild""]",you mustn t tell us about the ring here very well then describe your father as a horsebreaker he doctors sick horses i dare say,12,12,Q12
11,Cecilia Jupe,"['Bitzer', 'Josiah Bounderby', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",oh yes sir,13,13,Q13
12,Thomas Gradgrind,"['Bitzer', 'Cecilia Jupe', 'Josiah Bounderby', ""Mr. M'choakumchild""]",very well then he is a veterinary surgeon a farrier and horsebreaker give me your definition of a horse girl number twenty unable to define a horse girl number twenty possessed of no facts in reference to one of the commonest of animals some boy s definition of a horse bitzer yours bitzer your definition of a horse,14,16,"Q14,Q15,Q16"
13,Bitzer,"['Cecilia Jupe', 'Josiah Bounderby', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",quadruped graminivorous forty teeth namely twenty four grinders four eye teeth and twelve incisive sheds coat in the spring in marshy countries sheds hoofs too hoofs hard but requiring to be shod with iron age known by marks in mouth,17,17,Q17
14,Thomas Gradgrind,"['Bitzer', 'Cecilia Jupe', 'Josiah Bounderby', ""Mr. M'choakumchild""]",now girl number twenty you know what a horse is,18,18,Q18
15,Josiah Bounderby,"['Bitzer', 'Cecilia Jupe', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",very well that s a horse now let me ask you girls and boys would you paper a room with representations of horses,19,19,Q19
16,_group,"['Bitzer', 'Cecilia Jupe', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",yes sir no sir,20,21,"Q20,Q21"
17,Josiah Bounderby,"['Bitzer', 'Cecilia Jupe', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",of course no why wouldn t you you must paper it,22,23,"Q22,Q23"
18,Thomas Gradgrind,"['Bitzer', 'Cecilia Jupe', 'Josiah Bounderby', ""Mr. M'choakumchild""]",you must paper it whether you like it or not don t tell us you wouldn t paper it what do you mean boy,24,24,Q24
19,Josiah Bounderby,"['Bitzer', 'Cecilia Jupe', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",i ll explain to you then why you wouldn t paper a room with representations of horses do you ever see horses walking up and down the sides of rooms in reality in fact do you of course no why then you are not to see anywhere what you don t see in fact you are not to have anywhere what you don t have in fact what is called taste is only another name for fact this is a new principle a discovery a great discovery now i ll try you again suppose you were going to carpet a room would you use a carpet having a representation of flowers upon it girl number twenty so you would carpet your room or your husband s room if you were a grown woman and had a husband with representations of flowers would you why would you,25,25,Q25
20,_group,"['Bitzer', 'Cecilia Jupe', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",yes sir no sir,26,27,"Q26,Q27"
21,Cecilia Jupe,"['Bitzer', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",if you please sir i am very fond of flowers,28,28,Q28
22,Josiah Bounderby,"['Bitzer', 'Cecilia Jupe', ""Mr. M'choakumchild"", 'Thomas Gradgrind']",and is that why you would put tables and chairs upon them and have people walking over them with heavy boots,29,29,Q29
