uid,pair_id,side,text
p00000_A,00000,A,girl number twenty i don t know that girl who is that girl
p00001_A,00001,A,sissy is not a name don t call yourself sissy call yourself cecilia
p00002_A,00002,A,then he has no business to do it tell him he mustn t cecilia jupe let me see what is your father
p00003_A,00003,A,we don t want to know anything about that here you mustn t tell us about that here your father breaks horses don t he
p00004_A,00004,A,you mustn t tell us about the ring here very well then describe your father as a horsebreaker he doctors sick horses i dare say
p00005_A,00005,A,halloa stop where are you going stop why are you tearing about the streets in this improper manner
p00006_A,00006,A,what do you mean boy what are you doing how dare you dash against everybody in this manner was this boy running after you jupe
p00007_A,00007,A,and this is pod s end is it jupe
p00008_A,00008,A,the only observation i will make to you jupe in the way of influencing your decision is that it is highly desirable to have a sound practical education and that even your father himself from what i understand appears on your behalf to have known and felt that much be sure you know your own mind jupe i say no more be sure you know your own mind
p00009_A,00009,A,jupe i have made up my mind to take you into my house and when you are not in attendance at the school to employ you about mrs gradgrind who is rather an invalid i have explained to miss louisa this is miss louisa the miserable but natural end of your late career and you are to expressly understand that the whole of that subject is past and is not to be referred to any more from this time you begin your history you are at present ignorant i know
p00010_A,00010,A,i shall have the satisfaction of causing you to be strictly educated and you will be a living proof to all who come into communication with you of the advantages of the training you will receive you will be reclaimed and formed you have been in the habit now of reading to your father and those people i found you among i dare say
p00011_A,00011,A,never mind merrylegs jupe i don t ask about him i understand you to have been in the habit of reading to your father
p00012_A,00012,A,and what did you read to your father jupe
p00013_A,00013,A,i fear jupe that your continuance at the school any longer would be useless
p00014_A,00014,A,i cannot disguise from you jupe that the result of your probation there has disappointed me has greatly disappointed me you have not acquired under mr and mrs m choakumchild anything like that amount of exact knowledge which i looked for you are extremely deficient in your facts your acquaintance with figures is very limited you are altogether backward and below the mark
p00015_A,00015,A,yes yes i believe you have tried hard i have observed you and i can find no fault in that respect
p00016_A,00016,A,no jupe no no the course you pursued you pursued according to the system the system and there is no more to be said about it i can only suppose that the circumstances of your early life were too unfavourable to the development of your reasoning powers and that we began too late still as i have said already i am disappointed
p00017_A,00017,A,don t shed tears don t shed tears i don t complain of you you are an affectionate earnest good young woman and and we must make that do
p00018_A,00018,A,you are useful to mrs gradgrind and in a generally pervading way you are serviceable in the family also so i understand from miss louisa and indeed so i have observed myself i therefore hope that you can make yourself happy in those relations
p00019_A,00019,A,it is always you my child
p00020_A,00020,A,sissy jupe sir
p00021_A,00021,A,it s father as calls me sissy sir
p00022_A,00022,A,he belongs to the horse riding if you please sir
p00023_A,00023,A,if you please sir when they can get any to break they do break horses in the ring sir
p00024_A,00024,A,oh yes sir
p00025_A,00025,A,i was i was run after sir and i wanted to get away
p00026_A,00026,A,father is not in our room sir if you wouldn t mind walking in i ll find him directly father must have gone down to the booth sir i don t know why he should go there but he must be there i ll bring him in a minute
p00027_A,00027,A,when father comes back how will he ever find me if i go away
p00028_A,00028,A,oh give me my clothes give me my clothes and let me go away before i break my heart
p00029_A,00029,A,yes sir very
p00030_A,00030,A,only to father and merrylegs sir at least i mean to father when merrylegs was always there
p00031_A,00031,A,o yes sir thousands of times they were the happiest o of all the happy times we had together sir
p00032_A,00032,A,about the fairies sir and the dwarf and the hunchback and the genies and about
p00033_A,00033,A,i beg your pardon sir for being troublesome but have you had any letter yet about me
p00034_A,00034,A,i am afraid it would sir
p00035_A,00035,A,i am sorry sir but i know it is quite true yet i have tried hard sir
p00036_A,00036,A,thank you sir i have thought sometimes that perhaps i tried to learn too much and that if i had asked to be allowed to try a little less i might have
p00037_A,00037,A,i wish i could have made a better acknowledgment sir of your kindness to a poor forlorn girl who had no claim upon you and of your protection of her
p00038_A,00038,A,thank you sir very much
p00039_A,00039,A,i should have nothing to wish sir if
p00040_A,00040,A,then i will come next night too
p00041_A,00041,A,we had our fears before yesterday and when i saw you brought to the side of the litter last night and heard what passed being close to rachael all the time i went to him when no one saw and said to him he was in a tremble before i whispered to him and he started and trembled more then and said i thought of father s old circus i have not forgotten where mr sleary goes at this time of year and i read of him in a paper only the other day i told him to hurry there and tell his name and ask mr sleary to hide him till i came he said and i saw him shrink away among the people
p00042_A,00042,A,very well then he is a veterinary surgeon a farrier and horsebreaker give me your definition of a horse girl number twenty unable to define a horse girl number twenty possessed of no facts in reference to one of the commonest of animals some boy s definition of a horse bitzer yours bitzer your definition of a horse
