uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00000_A,00000,A,i must take leave to observe sir walter that the present juncture is much in our favour this peace will be turning all our rich naval officers ashore they will be all wanting a home could not be a better time sir walter for having a choice of tenants very responsible tenants many a noble fortune has been made during the war if a rich admiral were to come in our way sir walter,1,68.92,54.05,9.46,6.76,1.35,4.05,0,0,1.35,2.7,9.46,9.46,16.22,1.35,1.35,1.35,5.41
p00001_A,00001,A,he would be a very lucky man shepherd that s all i have to remark a prize indeed would kellynch hall be to him rather the greatest prize of all let him have taken ever so many before hey shepherd,1,75,62.5,12.5,10,2.5,0,0,7.5,0,2.5,7.5,10,15,12.5,5,0,7.5
p00002_A,00002,A,i presume to observe sir walter that in the way of business gentlemen of the navy are well to deal with i have had a little knowledge of their methods of doing business and i am free to confess that they have very liberal notions and are as likely to make desirable tenants as any set of people one should meet with therefore sir walter what i would take leave to suggest is that if in consequence of any rumours getting abroad of your intention which must be contemplated as a possible thing because we know how difficult it is to keep the actions and designs of one part of the world from the notice and curiosity of the other consequence has its tax i john shepherd might conceal any family matters that i chose for nobody would think it worth their while to observe me but sir walter elliot has eyes upon him which it may be very difficult to elude and therefore thus much i venture upon that it will not greatly surprise me if with all our caution some rumour of the truth should get abroad in the supposition of which as i was going to observe since applications will unquestionably follow i should think any from our wealthy naval commanders particularly worth attending to and beg leave to add that two hours will bring me over at any time to save you the trouble of replying,1,72.5,61.67,15.83,8.75,5,1.25,0.83,0.42,1.25,7.08,4.58,17.92,10,3.33,6.67,0.83,4.17
p00003_A,00003,A,there are few among the gentlemen of the navy i imagine who would not be surprised to find themselves in a house of this description,1,76,72,16,12,4,0,0,0,4,4,12,20,12,4,0,4,4
p00004_A,00004,A,they would look around them no doubt and bless their good fortune but i quite agree with my father in thinking a sailor might be a very desirable tenant i have known a good deal of the profession and besides their liberality they are so neat and careful in all their ways these valuable pictures of yours sir walter if you chose to leave them would be perfectly safe everything in and about the house would be taken such excellent care of the gardens and shrubberies would be kept in almost as high order as they are now you need not be afraid miss elliot of your own sweet flower gardens being neglected,1,76.99,61.06,15.04,13.27,2.65,0,3.54,0,7.08,1.77,5.31,13.27,12.39,7.96,8.85,1.77,0.88
p00005_A,00005,A,as to all that supposing i were induced to let my house i have by no means made up my mind as to the privileges to be annexed to it i am not particularly disposed to favour a tenant the park would be open to him of course and few navy officers or men of any other description can have had such a range but what restrictions i might impose on the use of the pleasure grounds is another thing i am not fond of the idea of my shrubberies being always approachable and i should recommend miss elliot to be on her guard with respect to her flower garden i am very little disposed to grant a tenant of kellynch hall any extraordinary favour i assure you be he sailor or soldier,1,69.92,62.41,15.79,12.03,8.27,0,0.75,3.01,0,3.76,6.02,16.54,12.78,1.5,5.26,2.26,3.01
p00006_A,00006,A,in all these cases there are established usages which make everything plain and easy between landlord and tenant your interest sir walter is in pretty safe hands depend upon me for taking care that no tenant has more than his just rights i venture to hint that sir walter elliot cannot be half so jealous for his own as john shepherd will be for him,1,69.23,55.38,16.92,9.23,3.08,0,1.54,4.62,0,7.69,0,15.38,10.77,6.15,7.69,3.08,4.62
p00007_A,00007,A,the navy i think who have done so much for us have at least an equal claim with any other set of men for all the comforts and all the privileges which any home can give sailors work hard enough for their comforts we must all allow,1,76.6,68.09,12.77,10.64,2.13,4.26,0,0,2.13,2.13,8.51,12.77,10.64,2.13,4.26,0,14.89
p00008_A,00008,A,very true very true what miss anne says is very true,1,81.82,45.45,9.09,0,0,0,0,0,0,9.09,0,0,9.09,27.27,0,0,0
p00009_A,00009,A,oh certainly,1,100,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
p00010_A,00010,A,the profession has its utility but i should be sorry to see any friend of mine belonging to it,1,78.95,68.42,21.05,10.53,10.53,0,0,0,0,10.53,5.26,15.79,15.79,0,5.26,0,0
p00011_A,00011,A,indeed,1,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
p00012_A,00012,A,yes it is in two points offensive to me i have two strong grounds of objection to it first as being the means of bringing persons of obscure birth into undue distinction and raising men to honours which their fathers and grandfathers never dreamt of and secondly as it cuts up a man s youth and vigour most horribly a sailor grows old sooner than any other man i have observed it all my life a man is in greater danger in the navy of being insulted by the rise of one whose father his father might have disdained to speak to and of becoming prematurely an object of disgust himself than in any other line one day last spring in town i was in company with two men striking instances of what i am talking of lord st ives whose father we all know to have been a country curate without bread to eat i was to give place to lord st ives and a certain admiral baldwin the most deplorable looking personage you can imagine his face the colour of mahogany rough and rugged to the last degree all lines and wrinkles nine grey hairs of a side and nothing but a dab of powder at top in the name of heaven who is that old fellow said i to a friend of mine who was standing near sir basil morley old fellow cried sir basil it is admiral baldwin what do you take his age to be sixty said i or perhaps sixty two forty replied sir basil forty and no more picture to yourselves my amazement i shall not easily forget admiral baldwin i never saw quite so wretched an example of what a sea faring life can do but to a degree i know it is the same with them all they are all knocked about and exposed to every climate and every weather till they are not fit to be seen it is a pity they are not knocked on the head at once before they reach admiral baldwin s age,1,68.59,58.21,12.68,9.22,4.03,0.29,0.86,1.15,1.73,3.46,6.34,16.14,8.07,2.88,6.34,2.02,6.63
p00013_A,00013,A,nay sir walter this is being severe indeed have a little mercy on the poor men we are not all born to be handsome the sea is no beautifier certainly sailors do grow old betimes i have observed it they soon lose the look of youth but then is not it the same with many other professions perhaps most other soldiers in active service are not at all better off and even in the quieter professions there is a toil and a labour of the mind if not of the body which seldom leaves a man s looks to the natural effect of time the lawyer plods quite care worn the physician is up at all hours and travelling in all weather and even the clergyman and even the clergyman you know is obliged to go into infected rooms and expose his health and looks to all the injury of a poisonous atmosphere in fact as i have long been convinced though every profession is necessary and honourable in its turn it is only the lot of those who are not obliged to follow any who can live in a regular way in the country choosing their own hours following their own pursuits and living on their own property without the torment of trying for more it is only their lot i say to hold the blessings of health and a good appearance to the utmost i know no other set of men but what lose something of their personableness when they cease to be quite young,1,75.88,61.48,10.12,6.23,1.56,0.39,0.39,0.39,2.72,3.89,9.73,14.01,8.17,6.23,6.61,2.72,5.45
p00014_A,00014,A,and who is admiral croft,1,60,60,20,20,0,0,0,0,0,0,0,0,20,0,20,0,0
p00015_A,00015,A,he is a rear admiral of the white he was in the trafalgar action and has been in the east indies since he was stationed there i believe several years,1,80,66.67,13.33,13.33,3.33,0,0,10,0,0,13.33,13.33,16.67,3.33,6.67,0,6.67
p00016_A,00016,A,then i take it for granted that his face is about as orange as the cuffs and capes of my livery,1,76.19,66.67,23.81,14.29,9.52,0,0,4.76,0,9.52,4.76,23.81,4.76,4.76,19.05,0,0
p00017_A,00017,A,and a very well spoken genteel shrewd lady she seemed to be asked more questions about the house and terms and taxes than the admiral himself and seemed more conversant with business and moreover sir walter i found she was not quite unconnected in this country any more than her husband that is to say she is sister to a gentleman who did live amongst us once she told me so herself sister to the gentleman who lived a few years back at monkford bless me what was his name at this moment i cannot recollect his name though i have heard it so lately penelope my dear can you help me to the name of the gentleman who lived at monkford mrs croft s brother,1,69.84,60.32,20.63,16.67,5.56,0.79,0.79,7.14,0,3.97,6.35,11.9,7.14,7.14,7.94,1.59,4.76
p00018_A,00018,A,i have no conception whom you can mean shepherd i remember no gentleman resident at monkford since the time of old governor trent,1,60.87,52.17,17.39,17.39,8.7,0,4.35,0,0,0,4.35,13.04,8.7,0,4.35,8.7,0
p00019_A,00019,A,bless me how very odd i shall forget my own name soon i suppose a name that i am so very well acquainted with knew the gentleman so well by sight seen him a hundred times came to consult me once i remember about a trespass of one of his neighbours farmer s man breaking into his orchard wall torn down apples stolen caught in the fact and afterwards contrary to my judgement submitted to an amicable compromise very odd indeed,1,70.37,56.79,14.81,13.58,9.88,0,0,3.7,0,1.23,7.41,13.58,2.47,16.05,3.7,0,3.7
p00020_A,00020,A,you mean mr wentworth i suppose,1,50,33.33,33.33,33.33,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0
p00021_A,00021,A,wentworth was the very name mr wentworth was the very man he had the curacy of monkford you know sir walter some time back for two or three years came there about the year 5 i take it you remember him i am sure,1,72.73,56.82,15.91,13.64,4.55,0,4.55,4.55,0,2.27,9.09,6.82,9.09,9.09,2.27,0,11.36
p00022_A,00022,A,wentworth oh ay mr wentworth the curate of monkford you misled me by the term gentleman i thought you were speaking of some man of property mr wentworth was nobody i remember quite unconnected nothing to do with the strafford family one wonders how the names of many of our nobility become so common,1,66.67,53.7,12.96,11.11,5.56,1.85,3.7,0,0,1.85,7.41,14.81,5.56,5.56,1.85,3.7,5.56
p00023_A,00023,A,i cannot possibly do without anne,1,83.33,83.33,16.67,16.67,16.67,0,0,0,0,0,0,16.67,33.33,33.33,0,16.67,0
p00024_A,00024,A,mrs clay never forgets who she is and as i am rather better acquainted with her sentiments than you can be i can assure you that upon the subject of marriage they are particularly nice and that she reprobates all inequality of condition and rank more strongly than most people and as to my father i really should not have thought that he who has kept himself single so long for our sakes need be suspected now if mrs clay were a very beautiful woman i grant you it might be wrong to have her so much with me not that anything in the world i am sure would induce my father to make a degrading match but he might be rendered unhappy but poor mrs clay who with all her merits can never have been reckoned tolerably pretty i really think poor mrs clay may be staying here in perfect safety one would imagine you had never heard my father speak of her personal misfortunes though i know you must fifty times that tooth of her s and those freckles freckles do not disgust me so very much as they do him i have known a face not materially disfigured by a few but he abominates them you must have heard him notice mrs clay s freckles,1,77.52,64.68,21.56,17.89,5.96,0.46,2.75,5.96,1.38,3.67,2.75,8.72,13.76,7.34,8.26,3.21,5.05
p00025_A,00025,A,there is hardly any personal defect which an agreeable manner might not gradually reconcile one to,1,75,62.5,6.25,0,0,0,0,0,0,6.25,6.25,6.25,12.5,12.5,0,6.25,6.25
p00026_A,00026,A,so you are come at last i began to think i should never see you i am so ill i can hardly speak i have not seen a creature the whole morning,1,90.63,68.75,25,25,18.75,0,6.25,0,0,0,6.25,6.25,18.75,12.5,6.25,6.25,3.13
p00027_A,00027,A,i am sorry to find you unwell you sent me such a good account of yourself on thursday,1,77.78,61.11,27.78,27.78,11.11,0,16.67,0,0,0,5.56,16.67,5.56,0,0,0,0
p00028_A,00028,A,yes i made the best of it i always do but i was very far from well at the time and i do not think i ever was so ill in my life as i have been all this morning very unfit to be left alone i am sure suppose i were to be seized of a sudden in some dreadful way and not able to ring the bell so lady russell would not get out i do not think she has been in this house three times this summer oh charles is out shooting i have not seen him since seven o clock he would go though i told him how ill i was he said he should not stay out long but he has never come back and now it is almost one i assure you i have not seen a soul this whole long morning,1,85.81,69.59,20.95,16.89,11.49,0,0.68,4.73,0,4.05,3.38,10.14,16.22,8.78,6.76,5.41,5.41
p00029_A,00029,A,you have had your little boys with you,1,87.5,75,37.5,37.5,0,0,37.5,0,0,0,0,12.5,25,0,0,0,12.5
p00030_A,00030,A,yes as long as i could bear their noise but they are so unmanageable that they do me more harm than good little charles does not mind a word i say and walter is growing quite as bad,1,76.32,60.53,18.42,15.79,7.89,0,0,0,7.89,2.63,2.63,10.53,13.16,5.26,18.42,2.63,7.89
p00031_A,00031,A,well you will soon be better now you know i always cure you when i come how are your neighbours at the great house,1,87.5,70.83,25,25,8.33,0,16.67,0,0,0,4.17,4.17,12.5,25,4.17,0,0
p00032_A,00032,A,i can give you no account of them i have not seen one of them to day except mr musgrove who just stopped and spoke through the window but without getting off his horse and though i told him how ill i was not one of them have been near me it did not happen to suit the miss musgroves i suppose and they never put themselves out of their way,1,84.51,71.83,25.35,23.94,9.86,0,1.41,2.82,8.45,1.41,2.82,16.9,9.86,7.04,7.04,7.04,4.23
p00033_A,00033,A,you will see them yet perhaps before the morning is gone it is early,1,92.86,71.43,21.43,14.29,0,0,7.14,0,7.14,7.14,7.14,7.14,21.43,14.29,7.14,0,0
p00034_A,00034,A,i never want them i assure you they talk and laugh a great deal too much for me oh anne i am so very unwell it was quite unkind of you not to come on thursday,1,83.33,63.89,25,22.22,11.11,0,5.56,0,5.56,2.78,2.78,11.11,5.56,13.89,5.56,5.56,2.78
p00035_A,00035,A,my dear mary recollect what a comfortable account you sent me of yourself you wrote in the cheerfullest manner and said you were perfectly well and in no hurry for me and that being the case you must be aware that my wish would be to remain with lady russell to the last and besides what i felt on her account i have really been so busy have had so much to do that i could not very conveniently have left kellynch sooner,1,81.93,68.67,21.69,15.66,8.43,0,6.02,1.2,0,6.02,4.82,12.05,14.46,8.43,7.23,2.41,1.2
p00036_A,00036,A,dear me what can you possibly have to do,1,88.89,77.78,33.33,22.22,11.11,0,11.11,0,0,11.11,0,11.11,33.33,11.11,0,0,0
