uid,pair_id,side,text
p00000_A,00000,A,i presume to observe sir walter that in the way of business gentlemen of the navy are well to deal with i have had a little knowledge of their methods of doing business and i am free to confess that they have very liberal notions and are as likely to make desirable tenants as any set of people one should meet with therefore sir walter what i would take leave to suggest is that if in consequence of any rumours getting abroad of your intention which must be contemplated as a possible thing because we know how difficult it is to keep the actions and designs of one part of the world from the notice and curiosity of the other consequence has its tax i john shepherd might conceal any family matters that i chose for nobody would think it worth their while to observe me but sir walter elliot has eyes upon him which it may be very difficult to elude and therefore thus much i venture upon that it will not greatly surprise me if with all our caution some rumour of the truth should get abroad in the supposition of which as i was going to observe since applications will unquestionably follow i should think any from our wealthy naval commanders particularly worth attending to and beg leave to add that two hours will bring me over at any time to save you the trouble of replying
p00001_A,00001,A,they would look around them no doubt and bless their good fortune but i quite agree with my father in thinking a sailor might be a very desirable tenant i have known a good deal of the profession and besides their liberality they are so neat and careful in all their ways these valuable pictures of yours sir walter if you chose to leave them would be perfectly safe everything in and about the house would be taken such excellent care of the gardens and shrubberies would be kept in almost as high order as they are now you need not be afraid miss elliot of your own sweet flower gardens being neglected
p00002_A,00002,A,as to all that supposing i were induced to let my house i have by no means made up my mind as to the privileges to be annexed to it i am not particularly disposed to favour a tenant the park would be open to him of course and few navy officers or men of any other description can have had such a range but what restrictions i might impose on the use of the pleasure grounds is another thing i am not fond of the idea of my shrubberies being always approachable and i should recommend miss elliot to be on her guard with respect to her flower garden i am very little disposed to grant a tenant of kellynch hall any extraordinary favour i assure you be he sailor or soldier
p00003_A,00003,A,very true very true what miss anne says is very true
p00004_A,00004,A,nay sir walter this is being severe indeed have a little mercy on the poor men we are not all born to be handsome the sea is no beautifier certainly sailors do grow old betimes i have observed it they soon lose the look of youth but then is not it the same with many other professions perhaps most other soldiers in active service are not at all better off and even in the quieter professions there is a toil and a labour of the mind if not of the body which seldom leaves a man s looks to the natural effect of time the lawyer plods quite care worn the physician is up at all hours and travelling in all weather and even the clergyman and even the clergyman you know is obliged to go into infected rooms and expose his health and looks to all the injury of a poisonous atmosphere in fact as i have long been convinced though every profession is necessary and honourable in its turn it is only the lot of those who are not obliged to follow any who can live in a regular way in the country choosing their own hours following their own pursuits and living on their own property without the torment of trying for more it is only their lot i say to hold the blessings of health and a good appearance to the utmost i know no other set of men but what lose something of their personableness when they cease to be quite young
p00005_A,00005,A,he is a rear admiral of the white he was in the trafalgar action and has been in the east indies since he was stationed there i believe several years
p00006_A,00006,A,then i take it for granted that his face is about as orange as the cuffs and capes of my livery
p00007_A,00007,A,i have no conception whom you can mean shepherd i remember no gentleman resident at monkford since the time of old governor trent
p00008_A,00008,A,you mean mr wentworth i suppose
p00009_A,00009,A,wentworth was the very name mr wentworth was the very man he had the curacy of monkford you know sir walter some time back for two or three years came there about the year 5 i take it you remember him i am sure
p00010_A,00010,A,i cannot possibly do without anne
p00011_A,00011,A,i think very differently an agreeable manner may set off handsome features but can never alter plain ones however at any rate as i have a great deal more at stake on this point than anybody else can have i think it rather unnecessary in you to be advising me
p00012_A,00012,A,and i will tell you our reason and all about it i am come on to give you notice that papa and mamma are out of spirits this evening especially mamma she is thinking so much of poor richard and we agreed it would be best to have the harp for it seems to amuse her more than the piano forte i will tell you why she is out of spirits when the crofts called this morning they called here afterwards did not they they happened to say that her brother captain wentworth is just returned to england or paid off or something and is coming to see them almost directly and most unluckily it came into mamma s head when they were gone that wentworth or something very like it was the name of poor richard s captain at one time i do not know when or where but a great while before he died poor fellow and upon looking over his letters and things she found it was so and is perfectly sure that this must be the very man and her head is quite full of it and of poor richard so we must be as merry as we can that she may not be dwelling upon such gloomy things
p00013_A,00013,A,nothing can be going on better than the child so i told my father just now that i would come and he thought me quite right your sister being with you my love i have no scruple at all you would not like to leave him yourself but you see i can be of no use anne will send for me if anything is the matter
p00014_A,00014,A,well if you do not think it too late to give notice for yourself suppose you were to go as well as your husband leave little charles to my care mr and mrs musgrove cannot think it wrong while i remain with him
p00015_A,00015,A,this is very kind of anne and i should be very glad to have you go but it seems rather hard that she should be left at home by herself to nurse our sick child
