a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Charlotte Lucas,Elizabeth,8.0,14.0,89.0,0.02474608724608724,0.026484751203852325,F,intermediate,F,major
Charlotte Lucas,Mrs. Bennet,7.0,4.0,24.0,0.05952380952380952,0.052083333333333336,F,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,8.0,15.0,97.0,-0.027601565101565105,-0.031615120274914095,M,intermediate,F,major
Elizabeth,Charlotte Lucas,8.0,11.0,60.0,0.01569264069264066,0.01666666666666664,F,major,F,intermediate
Elizabeth,Colonel Fitzwilliam,8.0,15.0,90.0,-0.02738095238095241,-0.017777777777777802,F,major,M,intermediate
Elizabeth,George Wickham,8.0,35.0,187.0,0.019947985409004915,0.020168067226890775,F,major,M,intermediate
Elizabeth,Jane,8.0,62.0,382.0,0.04601952795825598,0.038253673365985466,F,major,F,intermediate
Elizabeth,Lady Catherine De Bourgh,8.0,35.0,179.0,0.04543409391514723,0.03910614525139667,F,major,F,intermediate
Elizabeth,Lydia,7.0,6.0,24.0,0.09523809523809523,0.0625,F,major,F,intermediate
Elizabeth,Maria,6.0,3.0,13.0,0.05555555555555556,0.05128205128205129,F,major,F,minor
Elizabeth,Mary,4.0,2.0,8.0,0.0,0.0,F,major,F,minor
Elizabeth,Miss Bingley,6.0,3.0,15.0,0.0,0.0,F,major,F,intermediate
Elizabeth,Mr. Bennet,8.0,20.0,94.0,0.025980392156862757,0.013297872340425548,F,major,M,intermediate
Elizabeth,Mr. Bingley,7.0,6.0,32.0,0.026190476190476177,0.01562499999999999,F,major,M,intermediate
Elizabeth,Mr. Collins,8.0,6.0,42.0,0.016666666666666663,0.011904761904761902,F,major,M,intermediate
Elizabeth,Mr. Darcy,8.0,80.0,515.0,0.022147981413634443,0.017961165048543695,F,major,M,major
Elizabeth,Mr. Gardiner,5.0,3.0,15.0,0.0,0.0,F,major,M,minor
Elizabeth,Mrs. Bennet,8.0,13.0,71.0,-0.048411657786657805,-0.044420368364030356,F,major,F,major
Elizabeth,Mrs. Gardiner,8.0,20.0,130.0,0.019928804855275435,0.017692307692307684,F,major,F,intermediate
Elizabeth,Mrs. Reynolds,5.0,4.0,11.0,0.0,0.0,F,major,F,minor
George Wickham,Elizabeth,8.0,35.0,224.0,0.015685440453105076,0.013647959183673444,M,intermediate,F,major
Jane,Elizabeth,8.0,73.0,464.0,0.022503554619365387,0.019514643363249894,F,intermediate,F,major
Jane,Lydia,2.0,2.0,4.0,0.0,0.0,F,intermediate,F,intermediate
Jane,Mr. Bennet,1.0,2.0,2.0,0.0,0.0,F,intermediate,M,intermediate
Jane,Mrs. Bennet,8.0,6.0,34.0,0.020833333333333343,-0.004901960784313721,F,intermediate,F,major
Kitty,Mr. Bennet,2.0,2.0,4.0,0.0,0.0,F,minor,M,intermediate
Kitty,Mrs. Bennet,3.0,3.0,9.0,0.0,0.0,F,minor,F,major
Lady Catherine De Bourgh,Elizabeth,8.0,39.0,258.0,0.03253944432918558,0.03269727688332337,F,intermediate,F,major
Lady Catherine De Bourgh,Mrs. Bennet,7.0,4.0,21.0,-0.02380952380952382,-0.02380952380952382,F,intermediate,F,major
Lydia,Elizabeth,6.0,7.0,41.0,-0.007936507936507945,-0.006968641114982586,F,intermediate,F,major
