a_speaker,b_speaker,family,n_pairs,n_triggers,n_b_positives_given_trigger,p1,p0,conv,a_gender,a_category,b_gender,b_category
Charlotte Lucas,Elizabeth,adverbs,14,12,10,0.8333333333333334,0.8571428571428571,-0.023809523809523725,F,intermediate,F,major
Charlotte Lucas,Elizabeth,articles,14,9,3,0.3333333333333333,0.42857142857142855,-0.09523809523809523,F,intermediate,F,major
Charlotte Lucas,Elizabeth,auxiliary_verbs,14,14,13,0.9285714285714286,0.9285714285714286,0.0,F,intermediate,F,major
Charlotte Lucas,Elizabeth,conjunctions,14,11,8,0.7272727272727273,0.7142857142857143,0.012987012987012991,F,intermediate,F,major
Charlotte Lucas,Elizabeth,impersonal_pronouns,14,12,9,0.75,0.7857142857142857,-0.0357142857142857,F,intermediate,F,major
Charlotte Lucas,Elizabeth,negations,14,9,7,0.7777777777777778,0.7857142857142857,-0.007936507936507908,F,intermediate,F,major
Charlotte Lucas,Elizabeth,personal_pronouns,14,13,12,0.9230769230769231,0.9285714285714286,-0.005494505494505475,F,intermediate,F,major
Charlotte Lucas,Elizabeth,prepositions,14,9,6,0.6666666666666666,0.7857142857142857,-0.11904761904761907,F,intermediate,F,major
Charlotte Lucas,Mrs. Bennet,adverbs,4,3,2,0.6666666666666666,0.75,-0.08333333333333337,F,intermediate,F,major
Charlotte Lucas,Mrs. Bennet,auxiliary_verbs,4,3,3,1.0,1.0,0.0,F,intermediate,F,major
Charlotte Lucas,Mrs. Bennet,conjunctions,4,4,4,1.0,1.0,0.0,F,intermediate,F,major
Charlotte Lucas,Mrs. Bennet,impersonal_pronouns,4,4,4,1.0,1.0,0.0,F,intermediate,F,major
Charlotte Lucas,Mrs. Bennet,personal_pronouns,4,4,4,1.0,1.0,0.0,F,intermediate,F,major
Charlotte Lucas,Mrs. Bennet,prepositions,4,3,3,1.0,1.0,0.0,F,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,adverbs,15,12,8,0.6666666666666666,0.6,0.06666666666666665,M,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,articles,15,11,5,0.45454545454545453,0.5333333333333333,-0.0787878787878788,M,intermediate,F,major
Colonel Fitzwilliam,Elizabeth,auxiliary_verbs,15,14,13,0.9285714285714286,0.9333333333333333,-0.004761904761904745,M,intermediate,F,major
