uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00000_A,00000,A,my dear mr bennet have you heard that netherfield park is let at last but it is for mrs long has just been here and she told me all about it do not you want to know who has taken it,1,85.37,65.85,24.39,14.63,4.88,0,4.88,2.44,0,9.76,0,9.76,17.07,7.32,4.88,2.44,4.88
p00001_A,00001,A,why my dear you must know mrs long says that netherfield is taken by a young man of large fortune from the north of england that he came down on monday in a chaise and four to see the place and was so much delighted with it that he agreed with mr morris immediately that he is to take possession before michaelmas and some of his servants are to be in the house by the end of next week,1,77.22,62.03,13.92,7.59,1.27,0,1.27,5.06,0,6.33,7.59,21.52,7.59,3.8,6.33,0,7.59
p00002_A,00002,A,bingley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00003_A,00003,A,oh single my dear to be sure a single man of large fortune four or five thousand a year what a fine thing for our girls,1,88.46,65.38,15.38,7.69,3.85,3.85,0,0,0,7.69,11.54,11.54,3.85,0,3.85,0,26.92
p00004_A,00004,A,my dear mr bennet how can you be so tiresome you must know that i am thinking of his marrying one of them,1,82.61,69.57,30.43,26.09,8.7,0,8.7,4.35,4.35,4.35,0,8.7,17.39,8.7,4.35,0,4.35
p00005_A,00005,A,design nonsense how can you talk so but it is very likely that he may fall in love with one of them and therefore you must visit him as soon as he comes,1,84.85,75.76,24.24,18.18,0,0,6.06,9.09,3.03,6.06,0,15.15,12.12,15.15,15.15,0,3.03
p00006_A,00006,A,my dear you flatter me i certainly have had my share of beauty but i do not pretend to be any thing extraordinary now when a woman has five grown up daughters she ought to give over thinking of her own beauty,1,78.57,66.67,21.43,19.05,11.9,0,2.38,4.76,0,2.38,2.38,11.9,14.29,7.14,4.76,2.38,2.38
p00007_A,00007,A,but my dear you must indeed go and see mr bingley when he comes into the neighbourhood,1,82.35,58.82,17.65,17.65,5.88,0,5.88,5.88,0,0,5.88,5.88,5.88,11.76,17.65,0,0
p00008_A,00008,A,but consider your daughters only think what an establishment it would be for one of them sir william and lady lucas are determined to go merely on that account for in general you know they visit no new comers indeed you must go for it will be impossible for us to visit him if you do not,1,80.7,66.67,21.05,14.04,0,1.75,7.02,1.75,3.51,7.02,1.75,15.79,12.28,5.26,5.26,3.51,1.75
p00009_A,00009,A,i desire you will do no such thing lizzy is not a bit better than the others and i am sure she is not half so handsome as jane nor half so good humoured as lydia but you are always giving her the preference,1,81.82,65.91,18.18,13.64,4.55,0,4.55,4.55,0,4.55,6.82,6.82,11.36,6.82,18.18,9.09,6.82
p00010_A,00010,A,mr bennet how can you abuse your own children in such a way you take delight in vexing me you have no compassion on my poor nerves,1,62.96,55.56,22.22,22.22,7.41,0,14.81,0,0,0,3.7,11.11,7.41,3.7,0,3.7,0
p00011_A,00011,A,ah you do not know what i suffer,1,100,62.5,37.5,25,12.5,0,12.5,0,0,12.5,0,0,12.5,0,0,12.5,0
p00012_A,00012,A,it will be no use to us if twenty such should come since you will not visit them,1,94.44,83.33,22.22,16.67,0,5.56,5.56,0,5.56,5.56,0,11.11,22.22,0,11.11,11.11,5.56
p00013_A,00013,A,i do not believe mrs long will do any such thing she has two nieces of her own she is a selfish hypocritical woman and i have no opinion of her,1,77.42,67.74,22.58,19.35,6.45,0,0,12.9,0,3.23,3.23,6.45,16.13,0,3.23,6.45,6.45
p00014_A,00014,A,don t keep coughing so kitty for heaven s sake have a little compassion on my nerves you tear them to pieces,1,54.55,40.91,13.64,13.64,4.55,0,4.55,0,4.55,0,4.55,13.64,4.55,4.55,4.55,0,9.09
p00015_A,00015,A,aye so it is and mrs long does not come back till the day before so it will be impossible for her to introduce him for she will not know him herself,1,90.63,71.88,21.88,15.63,0,0,0,15.63,0,6.25,3.13,15.63,15.63,6.25,15.63,6.25,6.25
p00016_A,00016,A,impossible mr bennet impossible when i am not acquainted with him myself how can you be so teazing,1,77.78,66.67,22.22,22.22,11.11,0,5.56,5.56,0,0,0,5.56,16.67,16.67,11.11,5.56,0
p00017_A,00017,A,nonsense nonsense,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p00018_A,00018,A,i am sick of mr bingley,1,66.67,50,16.67,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,0
p00019_A,00019,A,how good it was in you my dear mr bennet but i knew i should persuade you at last i was sure you loved your girls too well to neglect such an acquaintance well how pleased i am and it is such a good joke too that you should have gone this morning and never said a word about it till now,1,79.03,69.35,24.19,16.13,8.06,0,8.06,0,0,8.06,4.84,8.06,11.29,14.52,6.45,1.61,0
