uid,pair_id,side,text
p00000_A,00000,A,my dear mr bennet have you heard that netherfield park is let at last but it is for mrs long has just been here and she told me all about it do not you want to know who has taken it
p00001_A,00001,A,you want to tell me and i have no objection to hearing it
p00002_A,00002,A,why my dear you must know mrs long says that netherfield is taken by a young man of large fortune from the north of england that he came down on monday in a chaise and four to see the place and was so much delighted with it that he agreed with mr morris immediately that he is to take possession before michaelmas and some of his servants are to be in the house by the end of next week
p00003_A,00003,A,is he married or single
p00004_A,00004,A,oh single my dear to be sure a single man of large fortune four or five thousand a year what a fine thing for our girls
p00005_A,00005,A,how so how can it affect them
p00006_A,00006,A,my dear mr bennet how can you be so tiresome you must know that i am thinking of his marrying one of them
p00007_A,00007,A,is that his design in settling here
p00008_A,00008,A,design nonsense how can you talk so but it is very likely that he may fall in love with one of them and therefore you must visit him as soon as he comes
p00009_A,00009,A,i see no occasion for that you and the girls may go or you may send them by themselves which perhaps will be still better for as you are as handsome as any of them mr bingley might like you the best of the party
p00010_A,00010,A,my dear you flatter me i certainly have had my share of beauty but i do not pretend to be any thing extraordinary now when a woman has five grown up daughters she ought to give over thinking of her own beauty
p00011_A,00011,A,in such cases a woman has not often much beauty to think of
p00012_A,00012,A,but my dear you must indeed go and see mr bingley when he comes into the neighbourhood
p00013_A,00013,A,it is more than i engage for i assure you
p00014_A,00014,A,but consider your daughters only think what an establishment it would be for one of them sir william and lady lucas are determined to go merely on that account for in general you know they visit no new comers indeed you must go for it will be impossible for us to visit him if you do not
p00015_A,00015,A,you are over scrupulous surely i dare say mr bingley will be very glad to see you and i will send a few lines by you to assure him of my hearty consent to his marrying which ever he chuses of the girls though i must throw in a good word for my little lizzy
p00016_A,00016,A,i desire you will do no such thing lizzy is not a bit better than the others and i am sure she is not half so handsome as jane nor half so good humoured as lydia but you are always giving her the preference
p00017_A,00017,A,they have none of them much to recommend them they are all silly and ignorant like other girls but lizzy has something more of quickness than her sisters
p00018_A,00018,A,mr bennet how can you abuse your own children in such a way you take delight in vexing me you have no compassion on my poor nerves
p00019_A,00019,A,you mistake me my dear i have a high respect for your nerves they are my old friends i have heard you mention them with consideration these twenty years at least
p00020_A,00020,A,ah you do not know what i suffer
p00021_A,00021,A,but i hope you will get over it and live to see many young men of four thousand a year come into the neighbourhood
p00022_A,00022,A,it will be no use to us if twenty such should come since you will not visit them
p00023_A,00023,A,i hope mr bingley will like it lizzy
p00024_A,00024,A,we are not in a way to know what mr bingley likes since we are not to visit
p00025_A,00025,A,but you forget mama that we shall meet him at the assemblies and that mrs long has promised to introduce him
p00026_A,00026,A,i do not believe mrs long will do any such thing she has two nieces of her own she is a selfish hypocritical woman and i have no opinion of her
p00027_A,00027,A,no more have i and i am glad to find that you do not depend on her serving you
