uid,pair_id,side,text
p00000_A,00000,A,i wish you could dance my dear i wish you could get a partner it would have been very shocking to have it torn would not it it is such a delicate muslin for my part i have not seen anything i like so well in the whole room i assure you
p00001_A,00001,A,how uncomfortable it is not to have a single acquaintance here
p00002_A,00002,A,yes my dear it is very uncomfortable indeed
p00003_A,00003,A,what shall we do the gentlemen and ladies at this table look as if they wondered why we came here we seem forcing ourselves into their party
p00004_A,00004,A,aye so we do that is very disagreeable i wish we had a large acquaintance here
p00005_A,00005,A,i wish we had any it would be somebody to go to
p00006_A,00006,A,very true my dear and if we knew anybody we would join them directly the skinners were here last year i wish they were here now
p00007_A,00007,A,had not we better go away as it is here are no tea things for us you see
p00008_A,00008,A,no more there are indeed how very provoking but i think we had better sit still for one gets so tumbled in such a crowd how is my head my dear somebody gave me a push that has hurt it i am afraid
p00009_A,00009,A,no indeed it looks very nice but dear mrs allen are you sure there is nobody you know in all this multitude of people i think you must know somebody
p00010_A,00010,A,well miss morland i hope you have had an agreeable ball
p00011_A,00011,A,very agreeable indeed
p00012_A,00012,A,i wish she had been able to dance i wish we could have got a partner for her i have been saying how glad i should be if the skinners were here this winter instead of last or if the parrys had come as they talked of once she might have danced with george parry i am so sorry she has not had a partner
p00013_A,00013,A,i have hitherto been very remiss madam in the proper attentions of a partner here i have not yet asked you how long you have been in bath whether you were ever here before whether you have been at the upper rooms the theatre and the concert and how you like the place altogether i have been very negligent but are you now at leisure to satisfy me in these particulars if you are i will begin directly
p00014_A,00014,A,you need not give yourself that trouble sir
p00015_A,00015,A,no trouble i assure you madam have you been long in bath madam
p00016_A,00016,A,about a week sir
p00017_A,00017,A,really
p00018_A,00018,A,why should you be surprised sir
p00019_A,00019,A,why indeed but some emotion must appear to be raised by your reply and surprise is more easily assumed and not less reasonable than any other now let us go on were you never here before madam
p00020_A,00020,A,never sir
p00021_A,00021,A,indeed have you yet honoured the upper rooms
p00022_A,00022,A,yes sir i was there last monday
p00023_A,00023,A,have you been to the theatre
p00024_A,00024,A,yes sir i was at the play on tuesday
p00025_A,00025,A,to the concert
p00026_A,00026,A,yes sir on wednesday
p00027_A,00027,A,and are you altogether pleased with bath
p00028_A,00028,A,yes i like it very well
p00029_A,00029,A,now i must give one smirk and then we may be rational again i see what you think of me i shall make but a poor figure in your journal tomorrow
p00030_A,00030,A,my journal
p00031_A,00031,A,yes i know exactly what you will say friday went to the lower rooms wore my sprigged muslin robe with blue trimmings plain black shoes appeared to much advantage but was strangely harassed by a queer half witted man who would make me dance with him and distressed me by his nonsense
p00032_A,00032,A,indeed i shall say no such thing
p00033_A,00033,A,shall i tell you what you ought to say
p00034_A,00034,A,if you please
p00035_A,00035,A,i danced with a very agreeable young man introduced by mr king had a great deal of conversation with him seems a most extraordinary genius hope i may know more of him that madam is what i wish you to say
p00036_A,00036,A,but perhaps i keep no journal
p00037_A,00037,A,perhaps you are not sitting in this room and i am not sitting by you these are points in which a doubt is equally possible not keep a journal how are your absent cousins to understand the tenour of your life in bath without one how are the civilities and compliments of every day to be related as they ought to be unless noted down every evening in a journal how are your various dresses to be remembered and the particular state of your complexion and curl of your hair to be described in all their diversities without having constant recourse to a journal my dear madam i am not so ignorant of young ladies ways as you wish to believe me it is this delightful habit of journaling which largely contributes to form the easy style of writing for which ladies are so generally celebrated everybody allows that the talent of writing agreeable letters is peculiarly female nature may have done something but i am sure it must be essentially assisted by the practice of keeping a journal
p00038_A,00038,A,i have sometimes thought whether ladies do write so much better letters than gentlemen that is i should not think the superiority was always on our side
