uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00000_A,00000,A,i beg catherine you will always wrap yourself up very warm about the throat when you come from the rooms at night and i wish you would try to keep some account of the money you spend i will give you this little book on purpose,1,80.43,60.87,21.74,19.57,6.52,0,13.04,0,0,2.17,6.52,15.22,6.52,8.7,4.35,0,4.35
p00001_A,00001,A,i don t upon my word i wish i did i wish i had a large acquaintance here with all my heart and then i should get you a partner i should be so glad to have you dance there goes a strange looking woman what an odd gown she has got on how old fashioned it is look at the back,1,82.26,62.9,22.58,19.35,14.52,0,3.23,1.61,0,3.23,8.06,8.06,12.9,6.45,4.84,0,3.23
p00002_A,00002,A,well miss morland i hope you have had an agreeable ball,1,72.73,54.55,18.18,18.18,9.09,0,9.09,0,0,0,9.09,0,18.18,9.09,0,0,0
p00003_A,00003,A,very agreeable indeed,1,100,66.67,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,0
p00004_A,00004,A,we shall do better another evening i hope,1,87.5,62.5,37.5,25,12.5,12.5,0,0,0,12.5,0,0,25,0,0,0,12.5
p00005_A,00005,A,and pray sir what do you think of miss morland s gown,1,58.33,41.67,16.67,8.33,0,0,8.33,0,0,8.33,0,8.33,8.33,0,8.33,0,0
p00006_A,00006,A,it is very pretty madam but i do not think it will wash well i am afraid it will fray,1,90,75,25,10,10,0,0,0,0,15,0,0,25,15,5,5,0
p00007_A,00007,A,how can you be so,1,100,100,20,20,0,0,20,0,0,0,0,0,40,40,20,0,0
p00008_A,00008,A,bath is a charming place sir there are so many good shops here we are sadly off in the country not but what we have very good shops in salisbury but it is so far to go eight miles is a long way mr allen says it is nine measured nine but i am sure it cannot be more than eight and it is such a fag i come back tired to death now here one can step out of doors and get a thing in five minutes,1,78.41,65.91,11.36,4.55,2.27,2.27,0,0,0,6.82,5.68,10.23,13.64,9.09,9.09,2.27,12.5
p00009_A,00009,A,how excessively like her brother miss morland is,1,62.5,50,12.5,12.5,0,0,0,12.5,0,0,0,12.5,12.5,12.5,0,0,12.5
p00010_A,00010,A,the very picture of him indeed i should have known her anywhere for his sister,1,86.67,80,26.67,26.67,6.67,0,0,20,0,0,6.67,13.33,13.33,20,0,0,0
p00011_A,00011,A,how glad i am we have met with mrs thorpe,1,80,60,20,20,10,10,0,0,0,0,0,10,20,10,0,0,0
p00012_A,00012,A,i do not know the distance,1,83.33,66.67,16.67,16.67,16.67,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0
p00013_A,00013,A,you have lost an hour it was only ten o clock when we came from tetbury,1,81.25,62.5,18.75,12.5,0,6.25,6.25,0,0,6.25,6.25,6.25,12.5,12.5,6.25,0,12.5
p00014_A,00014,A,that was very good natured of you,1,85.71,71.43,28.57,14.29,0,0,14.29,0,0,14.29,0,14.29,14.29,14.29,0,0,0
