uid,pair_id,side,text
p00000_A,00000,A,i beg catherine you will always wrap yourself up very warm about the throat when you come from the rooms at night and i wish you would try to keep some account of the money you spend i will give you this little book on purpose
p00001_A,00001,A,i don t upon my word i wish i did i wish i had a large acquaintance here with all my heart and then i should get you a partner i should be so glad to have you dance there goes a strange looking woman what an odd gown she has got on how old fashioned it is look at the back
p00002_A,00002,A,well miss morland i hope you have had an agreeable ball
p00003_A,00003,A,very agreeable indeed
p00004_A,00004,A,we shall do better another evening i hope
p00005_A,00005,A,and pray sir what do you think of miss morland s gown
p00006_A,00006,A,it is very pretty madam but i do not think it will wash well i am afraid it will fray
p00007_A,00007,A,how can you be so
p00008_A,00008,A,bath is a charming place sir there are so many good shops here we are sadly off in the country not but what we have very good shops in salisbury but it is so far to go eight miles is a long way mr allen says it is nine measured nine but i am sure it cannot be more than eight and it is such a fag i come back tired to death now here one can step out of doors and get a thing in five minutes
p00009_A,00009,A,how excessively like her brother miss morland is
p00010_A,00010,A,the very picture of him indeed i should have known her anywhere for his sister
p00011_A,00011,A,how glad i am we have met with mrs thorpe
p00012_A,00012,A,i do not know the distance
p00013_A,00013,A,you have lost an hour it was only ten o clock when we came from tetbury
p00014_A,00014,A,that was very good natured of you
p00015_A,00015,A,oh d it when one has the means of doing a kind thing by a friend i hate to be pitiful
p00016_A,00016,A,yes but you forget that your horse was included
p00017_A,00017,A,shall you indeed that will be forty miles a day
p00018_A,00018,A,how delightful that will be my dearest catherine i quite envy you but i am afraid brother you will not have room for a third
p00019_A,00019,A,i have never read it
p00020_A,00020,A,ah mother how do you do where did you get that quiz of a hat it makes you look like an old witch here is morland and i come to stay a few days with you so you must look out for a couple of good beds somewhere near
p00021_A,00021,A,i assure you i would not stand up without your dear sister for all the world for if i did we should certainly be separated the whole evening
p00022_A,00022,A,i am very happy to see you again sir indeed i was afraid you had left bath
p00023_A,00023,A,i beg your pardon miss morland for this liberty but i cannot anyhow get to miss thorpe and mrs thorpe said she was sure you would not have the least objection to letting in this young lady by you
p00024_A,00024,A,upon my honour in these public assemblies it is as often done as not
