a_speaker,b_speaker,w_ab,w_ba
Adela Quested,Cyril Fielding,0.061280137772675,0.0126461616675139
Adela Quested,Dr. Aziz,0.0176767676767676,0.0156546489563567
Adela Quested,Hamidullah,0.1088709677419354,0.0579710144927536
Adela Quested,Mr. Mcbryde,-0.0108225108225108,0.0051282051282051
Adela Quested,Mr. Turton,-0.0434782608695652,0.0
Adela Quested,Mrs. Moore,0.036036036036036,0.0379521963824289
Adela Quested,Professor Godbole,-0.0444444444444444,0.0238095238095237
Adela Quested,Ronny Heaslop,0.027263285442271,0.0353725490196078
Cyril Fielding,Adela Quested,0.0126461616675139,0.061280137772675
Cyril Fielding,Dr. Aziz,0.0112866614629594,0.0076317410046626
Cyril Fielding,Hamidullah,0.0238095238095238,0.0368098159509202
Cyril Fielding,Mr. Haq,0.0499999999999999,-0.0736842105263158
Cyril Fielding,Mr. Mcbryde,0.0063959955506117,-0.0170311185870479
Cyril Fielding,Mr. Turton,0.0240112994350282,-0.0041050903119868
Cyril Fielding,Mrs. Moore,0.0198412698412698,0.05
Cyril Fielding,Professor Godbole,0.0142857142857142,-0.0128410914927768
Cyril Fielding,Ronny Heaslop,0.0,0.0479338842975206
Dr. Aziz,Adela Quested,0.0156546489563567,0.0176767676767676
Dr. Aziz,Cyril Fielding,0.0076317410046626,0.0112866614629594
Dr. Aziz,Dr. Panna Lal,0.1077586206896551,-0.1111111111111111
Dr. Aziz,Hamidullah,0.0321739130434782,0.0161779575328614
Dr. Aziz,Mahmoud Ali,0.0,0.0
Dr. Aziz,Mr. Das,0.0115830115830116,0.0294117647058823
Dr. Aziz,Mrs. Moore,0.055081001472754,0.0121779859484777
Dr. Aziz,Professor Godbole,-0.015015015015015,-0.0904392764857881
Dr. Aziz,Ralph,0.0307950727883538,0.0726495726495726
Dr. Panna Lal,Dr. Aziz,-0.1111111111111111,0.1077586206896551
Dr. Panna Lal,Hamidullah,0.075,0.0158730158730158
Hamidullah,Adela Quested,0.0579710144927536,0.1088709677419354
Hamidullah,Cyril Fielding,0.0368098159509202,0.0238095238095238
Hamidullah,Dr. Aziz,0.0161779575328614,0.0321739130434782
Hamidullah,Dr. Panna Lal,0.0158730158730158,0.075
Hamidullah,Mahmoud Ali,-0.0611702127659574,-0.0212765957446808
Mahmoud Ali,Dr. Aziz,0.0,0.0
Mahmoud Ali,Hamidullah,-0.0212765957446808,-0.0611702127659574
Mahmoud Ali,Mr. Das,0.0,0.0
Mahmoud Ali,The Nawab Badahur,0.0222222222222222,0.0
Major Callendar,Mr. Turton,0.0,0.111111111111111
Major Callendar,Mrs. Lesley,-1.2335811384723961e-17,0.1555555555555555
Miss Derek,Ronny Heaslop,-0.0884353741496598,-0.0748299319727891
Mr. Das,Dr. Aziz,0.0294117647058823,0.0115830115830116
Mr. Das,Mahmoud Ali,0.0,0.0
Mr. Das,Mr. Mcbryde,0.0666666666666666,0.0
Mr. Haq,Cyril Fielding,-0.0736842105263158,0.0499999999999999
Mr. Mcbryde,Adela Quested,0.0051282051282051,-0.0108225108225108
Mr. Mcbryde,Cyril Fielding,-0.0170311185870479,0.0063959955506117
Mr. Mcbryde,Mr. Das,0.0,0.0666666666666666
Mr. Turton,Adela Quested,0.0,-0.0434782608695652
Mr. Turton,Cyril Fielding,-0.0041050903119868,0.0240112994350282
Mr. Turton,Major Callendar,0.111111111111111,0.0
Mr. Turton,Mrs. Turton,0.0212765957446808,0.0259259259259259
Mrs. Lesley,Major Callendar,0.1555555555555555,-1.2335811384723961e-17
Mrs. Moore,Adela Quested,0.0379521963824289,0.036036036036036
Mrs. Moore,Cyril Fielding,0.05,0.0198412698412698
Mrs. Moore,Dr. Aziz,0.0121779859484777,0.055081001472754
Mrs. Moore,Ronny Heaslop,-0.0456756756756756,0.0453480806766428
Mrs. Turton,Mr. Turton,0.0259259259259259,0.0212765957446808
Professor Godbole,Adela Quested,0.0238095238095237,-0.0444444444444444
Professor Godbole,Cyril Fielding,-0.0128410914927768,0.0142857142857142
Professor Godbole,Dr. Aziz,-0.0904392764857881,-0.015015015015015
Ralph,Dr. Aziz,0.0726495726495726,0.0307950727883538
Ronny Heaslop,Adela Quested,0.0353725490196078,0.027263285442271
Ronny Heaslop,Cyril Fielding,0.0479338842975206,0.0
Ronny Heaslop,Miss Derek,-0.0748299319727891,-0.0884353741496598
Ronny Heaslop,Mrs. Moore,0.0453480806766428,-0.0456756756756756
Ronny Heaslop,The Nawab Badahur,0.0267857142857143,0.016548463356974
The Nawab Badahur,Mahmoud Ali,0.0,0.0222222222222222
The Nawab Badahur,Ronny Heaslop,0.016548463356974,0.0267857142857143
