a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Admiral,Captain Wentworth,8,2,16,0.0,0.0,,,M,major
Anne Elliot,Charles Musgrove,4,2,8,0.0,0.0,F,major,M,intermediate
Anne Elliot,Elizabeth,4,2,8,0.0,0.0,F,major,F,minor
Anne Elliot,Mary Musgrove,8,2,16,0.0,0.0,F,major,F,intermediate
Anne Elliot,Mr Shepherd,1,2,2,0.0,0.0,F,major,M,minor
Captain Wentworth,Admiral,6,2,12,0.0,0.0,M,major,,
Captain Wentworth,Anne Elliot,8,4,25,0.07291666666666666,0.05999999999999999,M,major,F,major
Captain Wentworth,Charles Musgrove,2,2,4,0.0,0.0,M,major,M,intermediate
Captain Wentworth,Mary Musgrove,2,2,4,0.0,0.0,M,major,F,intermediate
Charles Musgrove,Anne Elliot,9,4,36,0.0,0.0,M,intermediate,F,major
Charles Musgrove,Captain Wentworth,3,2,6,0.0,0.0,M,intermediate,M,major
Charles Musgrove,Lady Russell,6,2,12,0.0,0.0,M,intermediate,F,minor
Charles Musgrove,Mary Musgrove,1,2,2,0.0,0.0,M,intermediate,F,intermediate
Elizabeth,Anne Elliot,9,2,18,0.0,0.0,F,minor,F,major
Elizabeth,Sir Walter Elliot,5,3,11,-0.1333333333333333,-0.12121212121212119,F,minor,M,intermediate
Lady Russell,Anne Elliot,7,4,20,-0.09523809523809525,-0.075,F,minor,F,major
Mary Musgrove,Anne Elliot,2,2,4,0.0,0.0,F,intermediate,F,major
Mary Musgrove,Charles Musgrove,9,3,23,-0.03703703703703703,-0.028985507246376805,F,intermediate,M,intermediate
Mary Musgrove,Louisa Musgrove,5,2,10,0.0,0.0,F,intermediate,F,minor
Mr Shepherd,Mrs Clay,1,2,2,0.0,0.0,M,minor,F,minor
Mrs Clay,Anne Elliot,6,2,12,0.0,0.0,F,minor,F,major
Sir Walter Elliot,Anne Elliot,9,5,36,-0.014814814814814824,-0.016666666666666677,M,intermediate,F,major
Sir Walter Elliot,Elizabeth,7,2,14,0.0,0.0,M,intermediate,F,minor
