pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00000,Mr Shepherd,Mrs Clay,6,8,i presume to observe sir walter that in the way of business gentlemen of the navy are well to deal with i have had a little knowledge of their methods of doing business and i am free to confess that they have very liberal notions and are as likely to make desirable tenants as any set of people one should meet with therefore sir walter what i would take leave to suggest is that if in consequence of any rumours getting abroad of your intention which must be contemplated as a possible thing because we know how difficult it is to keep the actions and designs of one part of the world from the notice and curiosity of the other consequence has its tax i john shepherd might conceal any family matters that i chose for nobody would think it worth their while to observe me but sir walter elliot has eyes upon him which it may be very difficult to elude and therefore thus much i venture upon that it will not greatly surprise me if with all our caution some rumour of the truth should get abroad in the supposition of which as i was going to observe since applications will unquestionably follow i should think any from our wealthy naval commanders particularly worth attending to and beg leave to add that two hours will bring me over at any time to save you the trouble of replying,they would look around them no doubt and bless their good fortune but i quite agree with my father in thinking a sailor might be a very desirable tenant i have known a good deal of the profession and besides their liberality they are so neat and careful in all their ways these valuable pictures of yours sir walter if you chose to leave them would be perfectly safe everything in and about the house would be taken such excellent care of the gardens and shrubberies would be kept in almost as high order as they are now you need not be afraid miss elliot of your own sweet flower gardens being neglected,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,F,minor,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
00001,Mrs Clay,Mr Shepherd,8,10,they would look around them no doubt and bless their good fortune but i quite agree with my father in thinking a sailor might be a very desirable tenant i have known a good deal of the profession and besides their liberality they are so neat and careful in all their ways these valuable pictures of yours sir walter if you chose to leave them would be perfectly safe everything in and about the house would be taken such excellent care of the gardens and shrubberies would be kept in almost as high order as they are now you need not be afraid miss elliot of your own sweet flower gardens being neglected,in all these cases there are established usages which make everything plain and easy between landlord and tenant your interest sir walter is in pretty safe hands depend upon me for taking care that no tenant has more than his just rights i venture to hint that sir walter elliot cannot be half so jealous for his own as john shepherd will be for him,Anne Elliot; Mr Shepherd; Sir Walter Elliot,F,minor,M,minor,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
00002,Sir Walter Elliot,Anne Elliot,9,11,as to all that supposing i were induced to let my house i have by no means made up my mind as to the privileges to be annexed to it i am not particularly disposed to favour a tenant the park would be open to him of course and few navy officers or men of any other description can have had such a range but what restrictions i might impose on the use of the pleasure grounds is another thing i am not fond of the idea of my shrubberies being always approachable and i should recommend miss elliot to be on her guard with respect to her flower garden i am very little disposed to grant a tenant of kellynch hall any extraordinary favour i assure you be he sailor or soldier,the navy i think who have done so much for us have at least an equal claim with any other set of men for all the comforts and all the privileges which any home can give sailors work hard enough for their comforts we must all allow,Anne Elliot; Mr Shepherd; Mrs Clay,M,intermediate,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
00003,Mr Shepherd,Sir Walter Elliot,12,14,very true very true what miss anne says is very true,the profession has its utility but i should be sorry to see any friend of mine belonging to it,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,M,intermediate,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1
00004,Mrs Clay,Anne Elliot,17,19,nay sir walter this is being severe indeed have a little mercy on the poor men we are not all born to be handsome the sea is no beautifier certainly sailors do grow old betimes i have observed it they soon lose the look of youth but then is not it the same with many other professions perhaps most other soldiers in active service are not at all better off and even in the quieter professions there is a toil and a labour of the mind if not of the body which seldom leaves a man s looks to the natural effect of time the lawyer plods quite care worn the physician is up at all hours and travelling in all weather and even the clergyman and even the clergyman you know is obliged to go into infected rooms and expose his health and looks to all the injury of a poisonous atmosphere in fact as i have long been convinced though every profession is necessary and honourable in its turn it is only the lot of those who are not obliged to follow any who can live in a regular way in the country choosing their own hours following their own pursuits and living on their own property without the torment of trying for more it is only their lot i say to hold the blessings of health and a good appearance to the utmost i know no other set of men but what lose something of their personableness when they cease to be quite young,he is a rear admiral of the white he was in the trafalgar action and has been in the east indies since he was stationed there i believe several years,Anne Elliot; Mr Shepherd; Sir Walter Elliot,F,minor,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
00005,Anne Elliot,Mr Shepherd,19,21,he is a rear admiral of the white he was in the trafalgar action and has been in the east indies since he was stationed there i believe several years,and a very well spoken genteel shrewd lady she seemed to be asked more questions about the house and terms and taxes than the admiral himself and seemed more conversant with business and moreover sir walter i found she was not quite unconnected in this country any more than her husband that is to say she is sister to a gentleman who did live amongst us once she told me so herself sister to the gentleman who lived a few years back at monkford bless me what was his name at this moment i cannot recollect his name though i have heard it so lately penelope my dear can you help me to the name of the gentleman who lived at monkford mrs croft s brother,Mr Shepherd; Mrs Clay; Sir Walter Elliot,F,major,M,minor,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00006,Sir Walter Elliot,Mrs Clay,20,22,then i take it for granted that his face is about as orange as the cuffs and capes of my livery,i have no conception whom you can mean shepherd i remember no gentleman resident at monkford since the time of old governor trent,Anne Elliot; Mr Shepherd; Mrs Clay,M,intermediate,F,minor,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
00007,Mrs Clay,Anne Elliot,22,24,i have no conception whom you can mean shepherd i remember no gentleman resident at monkford since the time of old governor trent,you mean mr wentworth i suppose,Anne Elliot; Mr Shepherd; Sir Walter Elliot,F,minor,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00008,Anne Elliot,Sir Walter Elliot,24,26,you mean mr wentworth i suppose,wentworth oh ay mr wentworth the curate of monkford you misled me by the term gentleman i thought you were speaking of some man of property mr wentworth was nobody i remember quite unconnected nothing to do with the strafford family one wonders how the names of many of our nobility become so common,Mr Shepherd; Mrs Clay; Sir Walter Elliot,F,major,M,intermediate,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
00009,Mr Shepherd,Anne Elliot,25,27,wentworth was the very name mr wentworth was the very man he had the curacy of monkford you know sir walter some time back for two or three years came there about the year 5 i take it you remember him i am sure,a few months more and he perhaps may be walking here,Anne Elliot; Mrs Clay; Sir Walter Elliot,M,minor,F,major,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
00010,Mary,Elizabeth,29,31,i cannot possibly do without anne,mrs clay never forgets who she is and as i am rather better acquainted with her sentiments than you can be i can assure you that upon the subject of marriage they are particularly nice and that she reprobates all inequality of condition and rank more strongly than most people and as to my father i really should not have thought that he who has kept himself single so long for our sakes need be suspected now if mrs clay were a very beautiful woman i grant you it might be wrong to have her so much with me not that anything in the world i am sure would induce my father to make a degrading match but he might be rendered unhappy but poor mrs clay who with all her merits can never have been reckoned tolerably pretty i really think poor mrs clay may be staying here in perfect safety one would imagine you had never heard my father speak of her personal misfortunes though i know you must fifty times that tooth of her s and those freckles freckles do not disgust me so very much as they do him i have known a face not materially disfigured by a few but he abominates them you must have heard him notice mrs clay s freckles,Elizabeth,,,F,minor,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
00011,Elizabeth,Anne Elliot,33,35,i think very differently an agreeable manner may set off handsome features but can never alter plain ones however at any rate as i have a great deal more at stake on this point than anybody else can have i think it rather unnecessary in you to be advising me,i am sorry to find you unwell you sent me such a good account of yourself on thursday,Anne Elliot,F,minor,F,major,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
