A,B,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category
Agnes Fleming,The Surgeon,0,1,let me see the child and die,oh you must not talk about dying yet,Mrs. Thingummy; The Surgeon,F,minor,M,minor
The Surgeon,Mrs. Thingummy,1,2,oh you must not talk about dying yet,lor bless her dear heart no lor bless her dear heart when she has lived as long as i have sir and had thirteen children of her own and all on em dead except two and them in the wurkus with me she ll know better than to take on in that way bless her dear heart think what it is to be a mother there s a dear young lamb do,Agnes Fleming; Mrs. Thingummy,M,minor,F,intermediate
The Surgeon,Mrs. Thingummy,3,4,it s all over mrs thingummy,ah poor dear so it is poor dear,Mrs. Thingummy,M,minor,F,intermediate
The Surgeon,Mrs. Thingummy,5,6,you needn t mind sending up to me if the child cries nurse it s very likely it will be troublesome give it a little gruel if it is she was a good looking girl too where did she come from,she was brought here last night by the overseer s order she was found lying in the street she had walked some distance for her shoes were worn to pieces but where she came from or where she was going to nobody knows,Mrs. Thingummy,M,minor,F,intermediate
Mrs. Thingummy,The Surgeon,2,3,lor bless her dear heart no lor bless her dear heart when she has lived as long as i have sir and had thirteen children of her own and all on em dead except two and them in the wurkus with me she ll know better than to take on in that way bless her dear heart think what it is to be a mother there s a dear young lamb do,it s all over mrs thingummy,Agnes Fleming; The Surgeon,F,intermediate,M,minor
Mrs. Thingummy,The Surgeon,4,5,ah poor dear so it is poor dear,you needn t mind sending up to me if the child cries nurse it s very likely it will be troublesome give it a little gruel if it is she was a good looking girl too where did she come from,The Surgeon,F,intermediate,M,minor
Mrs. Thingummy,The Surgeon,6,7,she was brought here last night by the overseer s order she was found lying in the street she had walked some distance for her shoes were worn to pieces but where she came from or where she was going to nobody knows,the old story no wedding ring i see ah good night,The Surgeon,F,intermediate,M,minor
Mrs. Mann,Mr. Bumble,8,19,goodness gracious is that you mr bumble sir susan take oliver and them two brats upstairs and wash em directly my heart alive mr bumble how glad i am to see you sure ly lor only think only think of that that i should have forgotten that the gate was bolted on the inside on account of them dear children walk in sir walk in pray mr bumble do sir,no no you could not you are a humane woman mrs mann i shall take a early opportunity of mentioning it to the board mrs mann you feel as a mother mrs mann i i drink your health with cheerfulness mrs mann and now about business the child that was half baptized oliver twist is nine year old to day,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,10,653,i m sure mr bumble that i was only a telling one or two of the dear children as is so fond of you that it was you a coming,you want for nothing i m sure,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,12,656,now don t you be offended at what i m a going to say you ve had a long walk you know or i wouldn t mention it now will you take a little drop of somethink mr bumble,stop mrs mann stop like what sir eh,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,14,647,i think you will just a leetle drop with a little cold water and a lump of sugar now just a leetle drop,isn t that boy no better he s a ill conditioned wicious bad disposed porochial child that where is he,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,16,641,why it s what i m obliged to keep a little of in the house to put into the blessed infants daffy when they ain t well mr bumble it s gin i ll not deceive you mr b it s gin,the clerkinwell sessions have brought it upon themselves ma am and if the clerkinwell sessions find that they come off rather worse than they expected the clerkinwell sessions have only themselves to thank,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,18,25,ah bless em that i do dear as it is i couldn t see em suffer before my very eyes you know sir,i mrs mann we name our fondlings in alphabetical order the last was a s swubble i named him this was a t twist i named him the next one comes will be unwin and the next vilkins i have got names ready made to the end of the alphabet and all the way through it again when we come to z,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,20,23,bless him,i inwented it,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,22,633,how comes he to have any name at all then,mrs mann mrs mann ma am good morning,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,24,17,you mr bumble,do you give the children daffy mrs mann,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,26,15,why you re quite a literary character sir,what is it,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,29,664,make a bow to the gentleman oliver,they shall understand that ma am they shall be acquainted with the true state of the case there take him away i can t bear the sight on him,Mr. Bumble; Oliver Twist,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,632,635,drat that beadle if it isn t him at this time in the morning lauk mr bumble only think of its being you well dear me it is a pleasure this is come into the parlour sir please,so so mrs mann a porochial life is not a bed of roses mrs mann,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,634,643,well and good morning to you sir and hoping you find yourself well sir,that s when they re ill mrs mann we put the sick paupers into open carts in the rainy weather to prevent their taking cold,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,636,27,ah that it isn t indeed mr bumble,well well perhaps i may be perhaps i may be mrs mann oliver being now too old to remain here the board have determined to have him back into the house i have come out myself to take him there so let me see him at once,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,638,639,lauk mr bumble,to london ma am whether the clerkinwell sessions will not find themselves in the wrong box before they have done with me by coach i and two paupers mrs mann a legal action is a coming on about a settlement and the board has appointed me me mrs mann to dispose to the matter before the quarter sessions at clerkinwell and i very much question,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,640,650,oh you mustn t be too hard upon them sir,what s the matter with you porochial dick,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,642,9,you re going by coach sir i thought it was always usual to send them paupers in carts,do you think this respectful or proper conduct mrs mann to keep the parish officers a waiting at your garden gate when they come here upon porochial business with the porochial orphans are you aweer mrs mann that you are as i may say a porochial delegate and a stipendiary,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,644,11,oh,well well mrs mann it may be as you say it may be lead the way in mrs mann for i come on business and have something to say,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,646,30,it s very much blotted sir but it s formal enough i dare say thank you mr bumble sir i am very much obliged to you i m sure bless their dear little hearts they re as well as can be the dears of course except the two that died last week and little dick,will you go along with me oliver,Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,649,645,here you dick can t you look at the gentleman you obstinate boy,the opposition coach contracts for these two and takes them cheap they are both in a very low state and we find it would come two pound cheaper to move em than to bury em that is if we can throw em upon another parish which i think we shall be able to do if they don t die upon the road to spite us ha ha ha we are forgetting business ma am here is your porochial stipend for the month,Dick; Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,652,21,i should think not,and notwithstanding a offered reward of ten pound which was afterwards increased to twenty pound notwithstanding the most superlative and i may say supernat ral exertions on the part of this parish we have never been able to discover who is his father or what was his mother s settlement name or condition,Dick; Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,655,662,hey day i suppose you re going to say that you do want for something now why you little wretch,take him away ma am this must be stated to the board mrs mann,Dick; Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,661,13,i couldn t have believed it sir i never see such a hardened little wretch,not a drop nor a drop,Dick; Mr. Bumble,F,intermediate,M,major
Mrs. Mann,Mr. Bumble,663,637,i hope the gentleman will understand that it isn t my fault sir,a porochial life ma am is a life of worrit and vexation and hardihood but all public characters as i may say must suffer prosecution ah you may well sigh mrs mann mrs mann i am going to london,Dick; Mr. Bumble,F,intermediate,M,major
Mr. Bumble,Mrs. Mann,9,642,do you think this respectful or proper conduct mrs mann to keep the parish officers a waiting at your garden gate when they come here upon porochial business with the porochial orphans are you aweer mrs mann that you are as i may say a porochial delegate and a stipendiary,you re going by coach sir i thought it was always usual to send them paupers in carts,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,11,20,well well mrs mann it may be as you say it may be lead the way in mrs mann for i come on business and have something to say,bless him,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,13,18,not a drop nor a drop,ah bless em that i do dear as it is i couldn t see em suffer before my very eyes you know sir,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,15,648,what is it,i ll bring him to you in one minute sir,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,17,26,do you give the children daffy mrs mann,why you re quite a literary character sir,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,19,24,no no you could not you are a humane woman mrs mann i shall take a early opportunity of mentioning it to the board mrs mann you feel as a mother mrs mann i i drink your health with cheerfulness mrs mann and now about business the child that was half baptized oliver twist is nine year old to day,you mr bumble,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,21,663,and notwithstanding a offered reward of ten pound which was afterwards increased to twenty pound notwithstanding the most superlative and i may say supernat ral exertions on the part of this parish we have never been able to discover who is his father or what was his mother s settlement name or condition,i hope the gentleman will understand that it isn t my fault sir,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,23,638,i inwented it,lauk mr bumble,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,25,10,i mrs mann we name our fondlings in alphabetical order the last was a s swubble i named him this was a t twist i named him the next one comes will be unwin and the next vilkins i have got names ready made to the end of the alphabet and all the way through it again when we come to z,i m sure mr bumble that i was only a telling one or two of the dear children as is so fond of you that it was you a coming,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,27,644,well well perhaps i may be perhaps i may be mrs mann oliver being now too old to remain here the board have determined to have him back into the house i have come out myself to take him there so let me see him at once,oh,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,633,646,mrs mann mrs mann ma am good morning,it s very much blotted sir but it s formal enough i dare say thank you mr bumble sir i am very much obliged to you i m sure bless their dear little hearts they re as well as can be the dears of course except the two that died last week and little dick,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,635,28,so so mrs mann a porochial life is not a bed of roses mrs mann,i ll fetch him directly,Mrs. Mann,M,major,F,intermediate
Mr. Bumble,Mrs. Mann,637,636,a porochial life ma am is a life of worrit and vexation and hardihood but all public characters as i may say must suffer prosecution ah you may well sigh mrs mann mrs mann i am going to london,ah that it isn t indeed mr bumble,Mrs. Mann,M,major,F,intermediate
