uid,pair_id,side,text
p00000_A,00000,A,let me see the child and die
p00001_A,00001,A,oh you must not talk about dying yet
p00002_A,00002,A,it s all over mrs thingummy
p00003_A,00003,A,you needn t mind sending up to me if the child cries nurse it s very likely it will be troublesome give it a little gruel if it is she was a good looking girl too where did she come from
p00004_A,00004,A,lor bless her dear heart no lor bless her dear heart when she has lived as long as i have sir and had thirteen children of her own and all on em dead except two and them in the wurkus with me she ll know better than to take on in that way bless her dear heart think what it is to be a mother there s a dear young lamb do
p00005_A,00005,A,ah poor dear so it is poor dear
p00006_A,00006,A,she was brought here last night by the overseer s order she was found lying in the street she had walked some distance for her shoes were worn to pieces but where she came from or where she was going to nobody knows
p00007_A,00007,A,goodness gracious is that you mr bumble sir susan take oliver and them two brats upstairs and wash em directly my heart alive mr bumble how glad i am to see you sure ly lor only think only think of that that i should have forgotten that the gate was bolted on the inside on account of them dear children walk in sir walk in pray mr bumble do sir
p00008_A,00008,A,i m sure mr bumble that i was only a telling one or two of the dear children as is so fond of you that it was you a coming
p00009_A,00009,A,now don t you be offended at what i m a going to say you ve had a long walk you know or i wouldn t mention it now will you take a little drop of somethink mr bumble
p00010_A,00010,A,i think you will just a leetle drop with a little cold water and a lump of sugar now just a leetle drop
p00011_A,00011,A,why it s what i m obliged to keep a little of in the house to put into the blessed infants daffy when they ain t well mr bumble it s gin i ll not deceive you mr b it s gin
p00012_A,00012,A,ah bless em that i do dear as it is i couldn t see em suffer before my very eyes you know sir
p00013_A,00013,A,bless him
p00014_A,00014,A,how comes he to have any name at all then
p00015_A,00015,A,you mr bumble
p00016_A,00016,A,why you re quite a literary character sir
p00017_A,00017,A,make a bow to the gentleman oliver
p00018_A,00018,A,drat that beadle if it isn t him at this time in the morning lauk mr bumble only think of its being you well dear me it is a pleasure this is come into the parlour sir please
p00019_A,00019,A,well and good morning to you sir and hoping you find yourself well sir
p00020_A,00020,A,ah that it isn t indeed mr bumble
p00021_A,00021,A,lauk mr bumble
p00022_A,00022,A,oh you mustn t be too hard upon them sir
p00023_A,00023,A,you re going by coach sir i thought it was always usual to send them paupers in carts
p00024_A,00024,A,it s very much blotted sir but it s formal enough i dare say thank you mr bumble sir i am very much obliged to you i m sure bless their dear little hearts they re as well as can be the dears of course except the two that died last week and little dick
p00025_A,00025,A,here you dick can t you look at the gentleman you obstinate boy
p00026_A,00026,A,i should think not
p00027_A,00027,A,hey day i suppose you re going to say that you do want for something now why you little wretch
p00028_A,00028,A,i couldn t have believed it sir i never see such a hardened little wretch
p00029_A,00029,A,i hope the gentleman will understand that it isn t my fault sir
p00030_A,00030,A,do you think this respectful or proper conduct mrs mann to keep the parish officers a waiting at your garden gate when they come here upon porochial business with the porochial orphans are you aweer mrs mann that you are as i may say a porochial delegate and a stipendiary
p00031_A,00031,A,well well mrs mann it may be as you say it may be lead the way in mrs mann for i come on business and have something to say
p00032_A,00032,A,not a drop nor a drop
p00033_A,00033,A,what is it
p00034_A,00034,A,do you give the children daffy mrs mann
p00035_A,00035,A,no no you could not you are a humane woman mrs mann i shall take a early opportunity of mentioning it to the board mrs mann you feel as a mother mrs mann i i drink your health with cheerfulness mrs mann and now about business the child that was half baptized oliver twist is nine year old to day
p00036_A,00036,A,and notwithstanding a offered reward of ten pound which was afterwards increased to twenty pound notwithstanding the most superlative and i may say supernat ral exertions on the part of this parish we have never been able to discover who is his father or what was his mother s settlement name or condition
p00037_A,00037,A,i inwented it
p00038_A,00038,A,i mrs mann we name our fondlings in alphabetical order the last was a s swubble i named him this was a t twist i named him the next one comes will be unwin and the next vilkins i have got names ready made to the end of the alphabet and all the way through it again when we come to z
p00039_A,00039,A,well well perhaps i may be perhaps i may be mrs mann oliver being now too old to remain here the board have determined to have him back into the house i have come out myself to take him there so let me see him at once
p00040_A,00040,A,mrs mann mrs mann ma am good morning
p00041_A,00041,A,so so mrs mann a porochial life is not a bed of roses mrs mann
p00042_A,00042,A,a porochial life ma am is a life of worrit and vexation and hardihood but all public characters as i may say must suffer prosecution ah you may well sigh mrs mann mrs mann i am going to london
p00043_A,00043,A,to london ma am whether the clerkinwell sessions will not find themselves in the wrong box before they have done with me by coach i and two paupers mrs mann a legal action is a coming on about a settlement and the board has appointed me me mrs mann to dispose to the matter before the quarter sessions at clerkinwell and i very much question
p00044_A,00044,A,the clerkinwell sessions have brought it upon themselves ma am and if the clerkinwell sessions find that they come off rather worse than they expected the clerkinwell sessions have only themselves to thank
p00045_A,00045,A,the opposition coach contracts for these two and takes them cheap they are both in a very low state and we find it would come two pound cheaper to move em than to bury em that is if we can throw em upon another parish which i think we shall be able to do if they don t die upon the road to spite us ha ha ha we are forgetting business ma am here is your porochial stipend for the month
p00046_A,00046,A,isn t that boy no better he s a ill conditioned wicious bad disposed porochial child that where is he
p00047_A,00047,A,they re all in one story mrs mann that out dacious oliver had demogalized them all
p00048_A,00048,A,take him away ma am this must be stated to the board mrs mann
p00049_A,00049,A,will you go along with me oliver
p00050_A,00050,A,don t make your eyes red oliver but eat your food and be thankful you re a going to be made a prentice of oliver
p00051_A,00051,A,pull that cap off your eyes and hold up your head sir well well of all the ungratefullest and worst disposed boys as ever i see oliver you are the
p00052_A,00052,A,so what
p00053_A,00053,A,will she go with me
p00054_A,00054,A,a prentice sir
p00055_A,00055,A,yes sir
p00056_A,00056,A,no no sir no no sir i will be good indeed indeed indeed i will sir i am a very little boy sir and it is so so
p00057_A,00057,A,come you let me out
p00058_A,00058,A,bow to the board
p00059_A,00059,A,mr limbkins i beg your pardon sir oliver twist has asked for more
p00060_A,00060,A,what s your name boy boy listen to me you know you re an orphan i suppose
p00061_A,00061,A,hush you know you ve got no father or mother and that you were brought up by the parish don t you
p00062_A,00062,A,what s that sir
p00063_A,00063,A,yes sir
p00064_A,00064,A,the boy is a fool i thought he was
p00065_A,00065,A,i hope you say your prayers every night and pray for the people who feed you and take care of you like a christian
p00066_A,00066,A,young wretch go home do you little brute
p00067_A,00067,A,yes sir
p00068_A,00068,A,well you have come here to be educated and taught a useful trade
p00069_A,00069,A,we have considered your proposition and we don t approve of it
p00070_A,00070,A,i should say three pound ten was plenty
p00071_A,00071,A,for more compose yourself bumble and answer me distinctly do i understand that he asked for more after he had eaten the supper allotted by the dietary
p00072_A,00072,A,he did sir
p00073_A,00073,A,it s a poor boy from the free school sir who has been nearly murdered all but murdered sir by young twist
p00074_A,00074,A,this here boy sir wot the parish wants to prentis
p00075_A,00075,A,if the parish vould like him to learn a right pleasant trade in a good spectable chimbley sweepin bisness i wants a prentis and i am ready to take him
p00076_A,00076,A,you re desperate hard upon me gen l men
p00077_A,00077,A,ay my man what of him
p00078_A,00078,A,ten shillings too much
p00079_A,00079,A,young boys have been smothered in chimneys before now
p00080_A,00080,A,that s acause they damped the straw afore they lit it in the chimbley to make em come down again that s all smoke and no blaze vereas smoke ain t o no use at all in making a boy come down for it only sinds him to sleep and that s wot he likes boys is wery obstinit and wery lazy gen l men and there s nothink like a good hot blaze to make em come down vith a run it s humane too gen l men acause even if they ve stuck in the chimbley roasting their feet makes em struggle to hextricate theirselves
p00081_A,00081,A,so you won t let me have him gen l men
p00082_A,00082,A,what ll you give gen l men come don t be too hard on a poor man what ll you give
p00083_A,00083,A,come say four pound gen l men say four pound and you ve got rid of him for good and all there
p00084_A,00084,A,come i ll split the diff erence gen l men three pound fifteen
p00085_A,00085,A,decidedly not
p00086_A,00086,A,no at least as it s a nasty business we think you ought to take something less than the premium we offered
p00087_A,00087,A,three pound ten
p00088_A,00088,A,not a farthing more
p00089_A,00089,A,this is the boy your worship
p00090_A,00090,A,this is him sir bow to the magistrate my dear
p00091_A,00091,A,he doats on it your worship
p00092_A,00092,A,if we was to bind him to any other trade to morrow he d run away simultaneous your worship
p00093_A,00093,A,oh is this the boy
p00094_A,00094,A,well i suppose he s fond of chimney sweeping
p00095_A,00095,A,and he will be a sweep will he
p00096_A,00096,A,and this man that s to be his master you sir you ll treat him well and feed him and do all that sort of thing will you
p00097_A,00097,A,you re a rough speaker my friend but you look an honest open hearted man
p00098_A,00098,A,when i says i will i means i will
p00099_A,00099,A,i hope i am sir
p00100_A,00100,A,i have no doubt you are my friend my boy you look pale and alarmed what is the matter
p00101_A,00101,A,stand a little away from him beadle now boy tell us what s the matter don t be afraid
p00102_A,00102,A,hold your tongue beadle
p00103_A,00103,A,well well of all the artful and designing orphans that ever i see oliver you are one of the most bare facedest
p00104_A,00104,A,i beg your worship s pardon did your worship speak to me
p00105_A,00105,A,yes hold your tongue
p00106_A,00106,A,we refuse to sanction these indentures
p00107_A,00107,A,i hope i hope the magistrates will not form the opinion that the authorities have been guilty of any improper conduct on the unsupported testimony of a child
p00108_A,00108,A,i have taken the measure of the two women that died last night mr bumble
p00109_A,00109,A,think so the prices allowed by the board are very small mr bumble
p00110_A,00110,A,well well mr bumble there s no denying that since the new system of feeding has come in the coffins are something narrower and more shallow than they used to be but we must have some profit mr bumble well seasoned timber is an expensive article sir and all the iron handles come by canal from birmingham
p00111_A,00111,A,of course of course and if i don t get a profit upon this or that particular article why i make it up in the long run you see he he he
p00112_A,00112,A,though i must say though i must say mr bumble that i have to contend against one very great disadvantage which is that all the stout people go off the quickest the people who have been better off and have paid rates for many years are the first to sink when they come into the house and let me tell you mr bumble that three or four inches over one s calculation makes a great hole in one s profits especially when one has a family to provide for sir
p00113_A,00113,A,gadso that s just the very thing i wanted to speak to you about you know dear me what a very elegant button this is mr bumble i never noticed it before
p00114_A,00114,A,i recollect the jury brought it in died from exposure to the cold and want of the common necessaries of life didn t they and they made it a special verdict i think by adding some words to the effect that if the relieving officer had
p00115_A,00115,A,very true they would indeed
p00116_A,00116,A,so they are
p00117_A,00117,A,no more they have
p00118_A,00118,A,so do i
p00119_A,00119,A,let em alone for that
p00120_A,00120,A,oh why you know mr bumble i pay a good deal towards the poor s rates
p00121_A,00121,A,aha is that you bumble
p00122_A,00122,A,aha an order for a coffin eh
p00123_A,00123,A,bayton i never heard the name before
p00124_A,00124,A,proud eh come that s too much
p00125_A,00125,A,so it is
p00126_A,00126,A,ah there s promptness
p00127_A,00127,A,well i ne ver did
p00128_A,00128,A,now bill fill up
p00129_A,00129,A,you ll make your fortune mr sowerberry i say you ll make your fortune mr sowerberry
p00130_A,00130,A,so are the coffins
p00131_A,00131,A,well well every trade has its drawbacks a fair profit is of course allowable
p00132_A,00132,A,just so
p00133_A,00133,A,by the bye you don t know anybody who wants a boy do you a porochial prentis who is at present a dead weight a millstone as i may say round the porochial throat liberal terms mr sowerberry liberal terms
p00134_A,00134,A,yes i think it rather pretty the die is the same as the porochial seal the good samaritan healing the sick and bruised man the board presented it to me on newyear s morning mr sowerberry i put it on i remember for the first time to attend the inquest on that reduced tradesman who died in a doorway at midnight
p00135_A,00135,A,tush foolery if the board attended to all the nonsense that ignorant jurymen talk they d have enough to do
p00136_A,00136,A,juries juries is ineddicated vulgar grovelling wretches
p00137_A,00137,A,they haven t no more philosophy nor political economy about em than that
p00138_A,00138,A,i despise em
p00139_A,00139,A,and i only wish we d a jury of the independent sort in the house for a week or two the rules and regulations of the board would soon bring their spirit down for em
p00140_A,00140,A,well what about the boy
p00141_A,00141,A,hem well
p00142_A,00142,A,no one else mr sowerberry here i ve brought the boy
p00143_A,00143,A,for a coffin first and a porochial funeral afterwards
p00144_A,00144,A,obstinate people mr sowerberry very obstinate proud too i m afraid sir
p00145_A,00145,A,oh it s sickening antimonial mr sowerberry
p00146_A,00146,A,we only heard of the family the night before last and we shouldn t have known anything about them then only a woman who lodges in the same house made an application to the porochial committee for them to send the porochial surgeon to see a woman as was very bad he had gone out to dinner but his prentice which is a very clever lad sent em some medicine in a blacking bottle offhand
p00147_A,00147,A,promptness indeed but what s the consequence what s the ungrateful behaviour of these rebels sir why the husband sends back word that the medicine won t suit his wife s complaint and so she shan t take it says she shan t take it sir good strong wholesome medicine as was given with great success to two irish labourers and a coal heaver only a week before sent em for nothing with a blackin bottle in and he sends back word that she shan t take it sir
p00148_A,00148,A,never did sir no nor nobody never did but now she s dead we ve got to bury her and that s the direction and the sooner it s done the better
p00149_A,00149,A,come my good fellow they want to shut up the yard
p00150_A,00150,A,oh that s the boy is it mrs sowerberry will you have the goodness to come here a moment my dear my dear this is the boy from the workhouse that i told you of
p00151_A,00151,A,here charlotte give this boy some of the cold bits that were put by for trip he hasn t come home since the morning so he may go without em i dare say the boy isn t too dainty to eat em are you boy
