family,importance,mean_conv
adverbs,intermediate,0.019045899608100554
adverbs,major,-0.016799454585854433
adverbs,minor,0.045833333333333316
articles,intermediate,0.026433572924800995
articles,major,-0.00735874038683259
articles,minor,0.032823129251700674
auxiliary_verbs,intermediate,0.020004143830632627
auxiliary_verbs,major,0.0067832321404696725
auxiliary_verbs,minor,0.010416666666666661
conjunctions,intermediate,0.004180462568620462
conjunctions,major,0.018887586832366767
conjunctions,minor,0.1347222222222222
impersonal_pronouns,intermediate,0.021059995833844512
impersonal_pronouns,major,0.019778817238818584
impersonal_pronouns,minor,-0.00151515151515153
negations,intermediate,0.02777757086967612
negations,major,-0.020433916324991072
negations,minor,-0.033333333333333354
personal_pronouns,intermediate,0.0018613047121819172
personal_pronouns,major,0.005019384098516805
personal_pronouns,minor,0.01946778711484593
prepositions,intermediate,-0.006626613863455966
prepositions,major,-0.0045948943509238815
prepositions,minor,-0.016300366300366315
quantifiers,intermediate,-0.002127947892750521
quantifiers,major,0.00304677832029734
quantifiers,minor,-0.06309523809523811
