family,importance,mean_conv
adverbs,intermediate,-0.022619047619047615
adverbs,major,-0.03855606758832566
adverbs,minor,0.06666666666666668
articles,intermediate,-0.005291005291005285
articles,major,0.033549783549783545
articles,minor,-0.016666666666666673
auxiliary_verbs,intermediate,0.015119047619047619
auxiliary_verbs,major,-0.024747474747474744
auxiliary_verbs,minor,-0.041666666666666664
conjunctions,intermediate,0.034126984126984124
conjunctions,major,-0.012629399585921327
conjunctions,minor,0.020833333333333343
impersonal_pronouns,intermediate,0.014285714285714287
impersonal_pronouns,major,-0.010333333333333337
impersonal_pronouns,minor,-0.02777777777777779
negations,intermediate,-0.011904761904761904
negations,major,-0.0342687074829932
negations,minor,0.25
personal_pronouns,intermediate,0.012380952380952387
personal_pronouns,major,-0.02767857142857143
personal_pronouns,minor,0.027777777777777776
prepositions,intermediate,0.030952380952380957
prepositions,major,-0.030880230880230886
prepositions,minor,6.1679056923619804e-18
quantifiers,intermediate,-0.005291005291005285
quantifiers,major,-0.042919799498746865
quantifiers,minor,0.125
