family,importance,mean_conv
adverbs,intermediate,-0.017399267399267396
adverbs,major,-0.027485380116959064
adverbs,minor,9.25185853854297e-18
articles,intermediate,-0.01895943562610229
articles,major,-0.0003968253968253982
articles,minor,-0.06944444444444445
auxiliary_verbs,intermediate,0.008424908424908423
auxiliary_verbs,major,-0.02635189669087974
auxiliary_verbs,minor,-0.03787878787878787
conjunctions,intermediate,0.0119047619047619
conjunctions,major,-0.007689594356261022
conjunctions,minor,-0.04999999999999999
impersonal_pronouns,intermediate,0.018140589569160998
impersonal_pronouns,major,-0.003706518068220193
impersonal_pronouns,minor,-0.02777777777777779
negations,intermediate,0.00714285714285714
negations,major,-0.03156415343915344
negations,minor,0.25
personal_pronouns,intermediate,0.009379509379509383
personal_pronouns,major,-0.012828947368421053
personal_pronouns,minor,0.025
prepositions,intermediate,0.019920634920634925
prepositions,major,-0.015492362044086182
prepositions,minor,5.551115123125783e-18
quantifiers,intermediate,0.014455782312925174
quantifiers,major,-0.037972085385878485
quantifiers,minor,0.125
