a_speaker,b_speaker,n_features,n_pairs,n_triggers_total,mean_conv,mean_conv_w,a_gender,a_category,b_gender,b_category
Bill Sikes,Fagin,5,5,20,-0.0033333333333333435,-8.326672684688674e-18,M,major,M,major
Bill Sikes,Nance,8,8,50,-0.004464285714285726,-0.00750000000000001,M,major,F,major
Bill Sikes,Toby Crackit,1,4,4,0.0,0.0,M,major,M,intermediate
Cecilia Jupe,Mr. James Harthouse,6,3,18,0.0,0.0,F,major,M,major
Cecilia Jupe,Mr. Sleary,3,3,9,0.0,0.0,F,major,M,intermediate
Cecilia Jupe,Thomas Gradgrind,4,4,15,-0.020833333333333343,-0.016666666666666673,F,major,M,major
Charley Bates,Fagin,3,4,11,0.0,0.0,M,intermediate,M,major
Fagin,Bill Sikes,7,5,26,-0.038095238095238126,-0.030769230769230802,M,major,M,major
Fagin,Charley Bates,6,7,27,0.036111111111111156,0.02645502645502651,M,major,M,intermediate
Fagin,Nance,4,5,13,-0.012500000000000039,-0.015384615384615429,M,major,F,major
Fagin,The Artful Dodger,3,3,9,0.0,0.0,M,major,M,intermediate
Harry Maylie,Oliver Twist,2,3,6,0.0,0.0,M,intermediate,M,major
Josiah Bounderby,Louisa Bounderby,9,9,58,-0.07275132275132275,-0.07471264367816093,M,major,F,major
Josiah Bounderby,Mr. James Harthouse,3,3,9,0.0,0.0,M,major,M,major
Josiah Bounderby,Mrs. Sparsit,7,6,32,-0.014285714285714282,-0.015624999999999997,M,major,F,major
Josiah Bounderby,Thomas Gradgrind,9,12,75,-0.04595959595959598,-0.04222222222222224,M,major,M,major
Kags,Toby Crackit,3,4,9,0.08333333333333333,0.08333333333333333,M,minor,M,intermediate
Louisa Bounderby,Cecilia Jupe,2,4,6,0.0,0.0,F,major,F,major
Louisa Bounderby,Stephen Blackpool,4,3,12,0.0,0.0,F,major,M,major
Louisa Bounderby,Young Thomas,2,4,7,0.0,0.0,F,major,M,major
Master Kidderminster,Thomas Gradgrind,2,3,6,0.0,0.0,M,minor,M,major
Mr. Brittles,Mr. Giles,2,4,6,-0.041666666666666685,-0.041666666666666685,M,minor,M,intermediate
