family,importance,mean_conv
adverbs,intermediate,0.0038961038961039
adverbs,major,-0.030912698412698413
adverbs,minor,-0.03571428571428571
articles,intermediate,0.011111111111111108
articles,major,-0.021367521367521368
articles,minor,0.0
auxiliary_verbs,intermediate,-0.006689342403628113
auxiliary_verbs,major,-0.024058280028429285
auxiliary_verbs,minor,0.0
conjunctions,intermediate,0.020308123249299724
conjunctions,major,-0.00894510582010582
conjunctions,minor,-0.03571428571428571
impersonal_pronouns,intermediate,-0.019897959183673465
impersonal_pronouns,major,0.009516028633675695
impersonal_pronouns,minor,-0.013888888888888895
negations,intermediate,-0.1285714285714286
negations,major,-0.0016019988242210478
negations,minor,0.08333333333333333
personal_pronouns,intermediate,0.0035330261136712784
personal_pronouns,major,-0.006730769230769229
personal_pronouns,minor,0.0
prepositions,intermediate,-0.02846790890269151
prepositions,major,0.011674100310463951
prepositions,minor,-0.0462962962962963
quantifiers,intermediate,-0.06547619047619048
quantifiers,major,-0.013674388674388667
quantifiers,minor,0.125
