family,importance,mean_conv
adverbs,intermediate,0.026901934290060398
adverbs,major,-0.0023146244857271295
adverbs,minor,0.053571428571428555
articles,intermediate,0.016344542603123843
articles,major,-0.011961921393521837
articles,minor,0.032823129251700674
auxiliary_verbs,intermediate,0.011044533945066383
auxiliary_verbs,major,0.000868096950920993
auxiliary_verbs,minor,0.003921568627450976
conjunctions,intermediate,0.0007585072262163582
conjunctions,major,0.004140454211434715
conjunctions,minor,0.12499999999999997
impersonal_pronouns,intermediate,0.0204188192879101
impersonal_pronouns,major,0.0030537681794905363
impersonal_pronouns,minor,-0.023611111111111124
negations,intermediate,0.021072205378445466
negations,major,-0.013584379262432656
negations,minor,-0.033333333333333354
personal_pronouns,intermediate,0.0009166080127178588
personal_pronouns,major,0.0036587172420098147
personal_pronouns,minor,0.01838624338624338
prepositions,intermediate,-0.0007737798899126125
prepositions,major,-0.006171068492772187
prepositions,minor,-0.016300366300366315
quantifiers,intermediate,0.0007525295723713002
quantifiers,major,0.007404267567314877
quantifiers,minor,-0.06309523809523811
