uid,pair_id,side,text,Segment,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,quantity
p00000_A,00000,A,poor miss taylor i wish she were here again what a pity it is that mr weston ever thought of her,1,76.19,61.9,28.57,14.29,4.76,0,0,9.52,0,14.29,4.76,4.76,9.52,14.29,0,0,0
p00001_A,00001,A,a house of her own but where is the advantage of a house of her own this is three times as large and you have never any odd humours my dear,1,77.42,67.74,16.13,12.9,3.23,0,3.23,6.45,0,3.23,9.68,12.9,9.68,6.45,9.68,3.23,6.45
p00002_A,00002,A,my dear how am i to get so far randalls is such a distance i could not walk half so far,1,90.48,61.9,14.29,14.29,14.29,0,0,0,0,0,4.76,4.76,14.29,14.29,9.52,4.76,4.76
p00003_A,00003,A,the carriage but james will not like to put the horses to for such a little way and where are the poor horses to be while we are paying our visit,1,77.42,67.74,6.45,6.45,0,6.45,0,0,0,0,12.9,16.13,12.9,3.23,9.68,3.23,3.23
p00004_A,00004,A,i believe it is very true my dear indeed i am afraid i am sometimes very fanciful and troublesome,1,89.47,63.16,26.32,21.05,21.05,0,0,0,0,5.26,0,0,15.79,15.79,5.26,0,0
p00005_A,00005,A,ah my dear i wish you would not make matches and foretell things for whatever you say always comes to pass pray do not make any more matches,1,89.29,57.14,21.43,14.29,7.14,0,7.14,0,0,7.14,0,7.14,7.14,3.57,3.57,7.14,3.57
p00006_A,00006,A,emma never thinks of herself if she can do good to others but my dear pray do not make any more matches they are silly things and break up one s family circle grievously,1,76.47,61.76,17.65,11.76,2.94,0,0,5.88,2.94,5.88,0,8.82,8.82,5.88,8.82,5.88,5.88
p00007_A,00007,A,it is very pretty so prettily done just as your drawings always are my dear i do not know any body who draws so well as you do the only thing i do not thoroughly like is that she seems to be sitting out of doors with only a little shawl over her shoulders and it makes one think she must catch cold,1,87.3,73.02,20.63,14.29,4.76,0,3.17,4.76,0,6.35,3.17,12.7,14.29,14.29,7.94,3.17,3.17
p00008_A,00008,A,well my dears how does your book go on have you got any thing fresh,1,86.67,66.67,26.67,20,6.67,0,13.33,0,0,6.67,0,6.67,13.33,13.33,0,0,0
p00009_A,00009,A,aye that s very just indeed that s very properly said very true it is such a pretty charade my dear that i can easily guess what fairy brought it nobody could have written so prettily but you emma ah it is no difficulty to see who you take after your dear mother was so clever at all those things if i had but her memory but i can remember nothing not even that particular riddle which you have heard me mention i can only recollect the first stanza and there are several and that is all that i can recollect of it but it is very clever all the way through but i think my dear you said you had got it,1,86.18,69.92,27.64,13.82,7.32,0,4.88,0.81,0,13.82,2.44,4.07,12.2,9.76,8.94,3.25,4.07
p00010_A,00010,A,aye very true i wish i could recollect more of it the name makes me think of poor isabella for she was very near being christened catherine after her grandmama i hope we shall have her here next week have you thought my dear where you shall put her and what room there will be for the children,1,86.21,65.52,24.14,20.69,8.62,1.72,3.45,6.9,0,3.45,3.45,10.34,15.52,8.62,3.45,0,3.45
p00011_A,00011,A,i do not know my dear but it is so long since she was here not since last easter and then only for a few days mr john knightley s being a lawyer is very inconvenient poor isabella she is sadly taken away from us all and how sorry she will be when she comes not to see miss taylor here,1,83.61,67.21,13.11,11.48,3.28,1.64,0,6.56,0,1.64,3.28,9.84,13.11,13.11,13.11,4.92,6.56
p00012_A,00012,A,i do not know my dear i am sure i was very much surprized when i first heard she was going to be married,1,87.5,70.83,25,25,20.83,0,0,4.17,0,0,0,4.17,20.83,8.33,4.17,4.17,8.33
p00013_A,00013,A,yes my dear if there is time but she is coming for only one week there will not be time for any thing,1,91.3,73.91,13.04,8.7,4.35,0,0,4.35,0,4.35,0,8.7,17.39,13.04,8.7,4.35,8.7
p00014_A,00014,A,it would be very hard indeed my dear if poor isabella were to be anywhere but at hartfield but i do not see why poor isabella should be obliged to go back so soon though he does i think emma i shall try and persuade her to stay longer with us she and the children might stay very well,1,86.44,67.8,15.25,13.56,6.78,1.69,0,5.08,0,1.69,1.69,8.47,16.95,15.25,11.86,1.69,1.69
p00015_A,00015,A,henry is a fine boy but john is very like his mama henry is the eldest he was named after me not after his father john the second is named after his father some people are surprized i believe that the eldest was not but isabella would have him called henry which i thought very pretty of her and he is a very clever boy indeed they are all remarkably clever and they have so many pretty ways they will come and stand by my chair and say and once henry asked me for a knife but i told him knives were only made for grandpapas i think their father is too rough with them very often,1,79.49,66.67,18.8,17.09,5.98,0,0,6.84,4.27,1.71,5.13,7.69,12.82,10.26,10.26,1.71,4.27
p00016_A,00016,A,and then their uncle comes in and tosses them up to the ceiling in a very frightful way,1,72.22,66.67,11.11,11.11,0,0,0,0,11.11,0,11.11,22.22,0,5.56,16.67,0,0
p00017_A,00017,A,well i cannot understand it,1,100,80,40,20,20,0,0,0,0,20,0,0,20,20,0,20,0
p00018_A,00018,A,pretty well my dear i hope pretty well i do not know but that the place agrees with her tolerably,1,85,70,25,20,15,0,0,5,0,5,5,5,5,20,5,5,0
p00019_A,00019,A,not near so often my dear as i could wish,1,100,80,20,20,20,0,0,0,0,0,0,20,10,20,20,10,0
p00020_A,00020,A,why to be sure yes certainly i cannot deny that mrs weston poor mrs weston does come and see us pretty often but then she is always obliged to go away again,1,84.38,62.5,12.5,9.38,3.13,3.13,0,3.13,0,3.13,0,9.38,12.5,18.75,9.38,3.13,0
p00021_A,00021,A,but you should tell them of the letter my dear he wrote a letter to poor mrs weston to congratulate her and a very proper handsome letter it was she shewed it to me i thought it very well done of him indeed whether it was his own idea you know one cannot tell he is but young and his uncle perhaps,1,83.87,67.74,27.42,20.97,4.84,0,3.23,11.29,1.61,6.45,4.84,8.06,9.68,8.06,8.06,1.61,1.61
p00022_A,00022,A,ah my dear but perry had many doubts about the sea doing her any good and as to myself i have been long perfectly convinced though perhaps i never told you so before that the sea is very rarely of use to any body i am sure it almost killed me once,1,84.62,73.08,19.23,15.38,11.54,0,1.92,1.92,0,3.85,3.85,11.54,11.54,19.23,11.54,1.92,5.77
p00023_A,00023,A,it is not very likely my dear that bathing should have been of use to her and if i had known you were wanting an embrocation i would have spoken to,1,93.55,74.19,22.58,16.13,9.68,0,3.23,3.23,0,6.45,3.23,9.68,25.81,3.23,6.45,3.23,0
p00024_A,00024,A,it is a great pity that their circumstances should be so confined a great pity indeed and i have often wished but it is so little one can venture to do small trifling presents of any thing uncommon now we have killed a porker and emma thinks of sending them a loin or a leg it is very small and delicate hartfield pork is not like any other pork but still it is pork and my dear emma unless one could be sure of their making it into steaks nicely fried as ours are fried without the smallest grease and not roast it for no stomach can bear roast pork i think we had better send the leg do not you think so my dear,1,80,62.4,15.2,8.8,3.2,2.4,0.8,0,2.4,6.4,5.6,7.2,13.6,7.2,10.4,3.2,4.8
p00025_A,00025,A,you will make my excuses my dear as civilly as possible you will say that i am quite an invalid and go no where and therefore must decline their obliging invitation beginning with my compliments of course but you will do every thing right i need not tell you what is to be done we must remember to let james know that the carriage will be wanted on tuesday i shall have no fears for you with him we have never been there above once since the new approach was made but still i have no doubt that james will take you very safely and when you get there you must tell him at what time you would have him come for you again and you had better name an early hour you will not like staying late you will get very tired when tea is over,1,85.03,68.71,21.77,17.69,4.76,1.36,8.84,2.04,0.68,4.08,2.72,10.2,17.01,8.84,7.48,4.08,2.04
p00026_A,00026,A,no upon no account in the world mr weston i am much obliged to you for reminding me i should be extremely sorry to be giving them any pain i know what worthy people they are perry tells me that mr cole never touches malt liquor you would not think it to look at him but he is bilious mr cole is very bilious no i would not be the means of giving them any pain my dear emma we must consider this i am sure rather than run the risk of hurting mr and mrs cole you would stay a little longer than you might wish you will not regard being tired you will be perfectly safe you know among your friends,1,76.42,60.98,21.14,17.89,6.5,0.81,6.5,1.63,2.44,3.25,3.25,9.76,14.63,3.25,3.25,5.69,2.44
p00027_A,00027,A,well my dear considering we never saw her before she seems a very pretty sort of young lady and i dare say she was very much pleased with you she speaks a little too quick a little quickness of voice there is which rather hurts the ear but i believe i am nice i do not like strange voices and nobody speaks like you and poor miss taylor however she seems a very obliging pretty behaved young lady and no doubt will make him a very good wife though i think he had better not have married i made the best excuses i could for not having been able to wait on him and mrs elton on this happy occasion i said that i hoped i should in the course of the summer but i ought to have gone before not to wait upon a bride is very remiss ah it shews what a sad invalid i am but i do not like the corner into vicarage lane,1,81.55,63.1,18.45,14.88,8.33,0.6,1.19,4.76,0,3.57,7.14,10.71,9.52,8.33,7.14,4.76,1.79
p00028_A,00028,A,yes but a young lady a bride i ought to have paid my respects to her if possible it was being very deficient,1,86.96,65.22,17.39,13.04,8.7,0,0,4.35,0,4.35,8.7,8.7,17.39,4.35,8.7,0,4.35
p00029_A,00029,A,no my dear i never encouraged any body to marry but i would always wish to pay every proper attention to a lady and a bride especially is never to be neglected more is avowedly due to her a bride you know my dear is always the first in company let the others be who they may,1,78.95,68.42,15.79,14.04,7.02,0,1.75,1.75,1.75,1.75,8.77,10.53,12.28,8.77,3.51,5.26,5.26
p00030_A,00030,A,my dear you do not understand me this is a matter of mere common politeness and good breeding and has nothing to do with any encouragement to people to marry,1,80,63.33,13.33,10,6.67,0,3.33,0,0,3.33,3.33,16.67,13.33,0,6.67,6.67,0
p00031_A,00031,A,isabella and emma both write beautifully and always did and so does poor mrs weston,1,73.33,60,0,0,0,0,0,0,0,0,0,0,13.33,20,26.67,0,6.67
p00032_A,00032,A,i cannot agree with you papa you know i cannot mr weston is such a good humoured pleasant excellent man that he thoroughly deserves a good wife and you would not have had miss taylor live with us for ever and bear all my odd humours when she might have a house of her own,1,72.73,61.82,20,18.18,5.45,1.82,5.45,5.45,0,1.82,5.45,7.27,14.55,5.45,5.45,5.45,1.82
p00033_A,00033,A,how often we shall be going to see them and they coming to see us we shall be always meeting we must begin we must go and pay wedding visit very soon,1,84.38,68.75,21.88,21.88,0,15.63,0,0,6.25,0,0,6.25,18.75,15.63,6.25,0,0
p00034_A,00034,A,no papa nobody thought of your walking we must go in the carriage to be sure,1,87.5,62.5,18.75,12.5,0,6.25,6.25,0,0,6.25,6.25,18.75,12.5,0,0,12.5,0
p00035_A,00035,A,they are to be put into mr weston s stable papa you know we have settled all that already we talked it all over with mr weston last night and as for james you may be very sure he will always like going to randalls because of his daughter s being housemaid there i only doubt whether he will ever take us anywhere else that was your doing papa you got hannah that good place nobody thought of hannah till you mentioned her james is so obliged to you,1,73.03,64.04,22.47,16.85,1.12,3.37,6.74,4.49,1.12,5.62,0,13.48,12.36,10.11,6.74,1.12,2.25
p00036_A,00036,A,especially when one of those two is such a fanciful troublesome creature that is what you have in your head i know and what you would certainly say if my father were not by,1,88.24,79.41,26.47,14.71,5.88,0,8.82,0,0,11.76,2.94,8.82,14.71,8.82,8.82,2.94,5.88
p00037_A,00037,A,well you want to hear about the wedding and i shall be happy to tell you for we all behaved charmingly every body was punctual every body in their best looks not a tear and hardly a long face to be seen oh no we all felt that we were going to be only half a mile apart and were sure of meeting every day,1,83.08,61.54,12.31,10.77,1.54,4.62,3.08,0,1.54,1.54,6.15,12.31,10.77,6.15,4.62,3.08,13.85
p00038_A,00038,A,and you have forgotten one matter of joy to me and a very considerable one that i made the match myself i made the match you know four years ago and to have it take place and be proved in the right when so many people said mr weston would never marry again may comfort me for any thing,1,79.66,66.1,16.95,11.86,8.47,0,3.39,0,0,5.08,6.78,8.47,8.47,10.17,10.17,1.69,10.17
p00039_A,00039,A,only one more papa only for mr elton poor mr elton you like mr elton papa i must look about for a wife for him there is nobody in highbury who deserves him and he has been here a whole year and has fitted up his house so comfortably that it would be a shame to have him single any longer and i thought when he was joining their hands to day he looked so very much as if he would like to have the same kind office done for him i think very well of mr elton and this is the only way i have of doing him a service,1,78.38,68.47,18.92,15.32,3.6,0,0.9,9.01,0.9,3.6,5.41,12.61,13.51,9.91,8.11,0.9,7.21
p00040_A,00040,A,but my dear papa it is supposed to be summer a warm day in summer look at the tree,1,73.68,52.63,10.53,5.26,5.26,0,0,0,0,5.26,10.53,10.53,15.79,0,5.26,0,5.26
p00041_A,00041,A,yes papa we have something to read you something quite fresh a piece of paper was found on the table this morning dropt we suppose by a fairy containing a very pretty charade and we have just copied it in,1,80,62.5,20,10,0,7.5,2.5,0,0,10,10,12.5,7.5,10,2.5,0,2.5
p00042_A,00042,A,yes papa it is written out in our second page we copied it from the elegant extracts it was garrick s you know,1,73.91,56.52,26.09,13.04,0,8.7,4.35,0,0,13.04,4.35,13.04,8.7,0,0,0,4.35
p00043_A,00043,A,oh yes she will have her own room of course the room she always has and there is the nursery for the children just as usual you know why should there be any change,1,79.41,67.65,11.76,11.76,0,0,2.94,8.82,0,0,8.82,8.82,17.65,14.71,5.88,0,0
p00044_A,00044,A,she will not be surprized papa at least,1,75,75,12.5,12.5,0,0,0,12.5,0,0,0,12.5,25,0,0,12.5,12.5
p00045_A,00045,A,we must ask mr and mrs weston to dine with us while isabella is here,1,73.33,60,13.33,13.33,0,13.33,0,0,0,0,0,13.33,13.33,6.67,13.33,0,0
p00046_A,00046,A,it is unfortunate that they cannot stay longer but it seems a case of necessity mr john knightley must be in town again on the 28th and we ought to be thankful papa that we are to have the whole of the time they can give to the country that two or three days are not to be taken out for the abbey mr knightley promises to give up his claim this christmas though you know it is longer since they were with him than with us,1,79.31,66.67,18.39,10.34,0,3.45,1.15,2.3,3.45,8.05,6.9,17.24,13.79,3.45,6.9,2.3,6.9
