pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00000,Mrs. Bennet,Mr. Bennet,24,26,it will be no use to us if twenty such should come since you will not visit them,i hope mr bingley will like it lizzy,Mr. Bennet,F,major,M,intermediate,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
00001,Mr. Bennet,Mrs. Bennet,25,27,depend upon it my dear that when there are twenty i will visit them all,we are not in a way to know what mr bingley likes since we are not to visit,Mrs. Bennet,M,intermediate,F,major,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
00002,Mr. Bennet,Elizabeth,26,28,i hope mr bingley will like it lizzy,but you forget mama that we shall meet him at the assemblies and that mrs long has promised to introduce him,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1
00003,Elizabeth,Mr. Bennet,28,30,but you forget mama that we shall meet him at the assemblies and that mrs long has promised to introduce him,no more have i and i am glad to find that you do not depend on her serving you,Kitty; Lydia; Mary; Mr. Bennet; Mrs. Bennet,F,major,M,intermediate,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
00004,Mrs. Bennet,Kitty,31,33,don t keep coughing so kitty for heaven s sake have a little compassion on my nerves you tear them to pieces,i do not cough for my own amusement,Elizabeth; Kitty; Lydia; Mary; Mr. Bennet,F,major,F,minor,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0
00005,Mr. Bennet,Elizabeth,32,34,kitty has no discretion in her coughs she times them ill,to morrow fortnight,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,major,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
00006,Kitty,Mrs. Bennet,33,35,i do not cough for my own amusement,aye so it is and mrs long does not come back till the day before so it will be impossible for her to introduce him for she will not know him herself,Elizabeth; Lydia; Mary; Mr. Bennet; Mrs. Bennet,F,minor,F,major,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00007,Elizabeth,Mr. Bennet,34,36,to morrow fortnight,then my dear you may have the advantage of your friend and introduce mr bingley to her,Kitty; Lydia; Mary; Mr. Bennet; Mrs. Bennet,F,major,M,intermediate,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
00008,Mr. Bennet,Lydia,44,46,now kitty you may cough as much as you chuse,oh i am not afraid for though i am the youngest i m the tallest,Elizabeth; Kitty; Lydia; Mary; Mrs. Bennet,M,intermediate,F,intermediate,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
00009,Charlotte Lucas,Jane,71,73,my overhearings were more to the purpose than yours eliza mr darcy is not so well worth listening to as his friend is he poor eliza to be only just tolerable,are you quite sure ma am is not there a little mistake i certainly saw mr darcy speaking to her,A Young Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary; Mrs. Bennet,F,intermediate,F,intermediate,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
00010,Mrs. Bennet,Jane,74,76,aye because she asked him at last how he liked netherfield and he could not help answering her but she said he seemed very angry at being spoke to,that he never speaks much unless among his intimate acquaintance with them he is remarkably agreeable,A Young Lucas; Charlotte Lucas; Elizabeth; Jane; Kitty; Lydia; Maria; Mary,F,major,F,intermediate,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
