uid,pair_id,side,text
p00000_A,00000,A,oh yes sir
p00001_A,00001,A,quadruped graminivorous forty teeth namely twenty four grinders four eye teeth and twelve incisive sheds coat in the spring in marshy countries sheds hoofs too hoofs hard but requiring to be shod with iron age known by marks in mouth
p00002_A,00002,A,yes sir no sir
p00003_A,00003,A,i ll explain to you then why you wouldn t paper a room with representations of horses do you ever see horses walking up and down the sides of rooms in reality in fact do you of course no why then you are not to see anywhere what you don t see in fact you are not to have anywhere what you don t have in fact what is called taste is only another name for fact this is a new principle a discovery a great discovery now i ll try you again suppose you were going to carpet a room would you use a carpet having a representation of flowers upon it girl number twenty so you would carpet your room or your husband s room if you were a grown woman and had a husband with representations of flowers would you why would you
p00004_A,00004,A,it wouldn t hurt them sir they wouldn t crush and wither if you please sir they would be the pictures of what was very pretty and pleasant and i would fancy
p00005_A,00005,A,you are to be in all things regulated and governed by fact we hope to have before long a board of fact composed of commissioners of fact who will force the people to be a people of fact and of nothing but fact you must discard the word fancy altogether you have nothing to do with it you are not to have in any object of use or ornament what would be a contradiction in fact you don t walk upon flowers in fact you cannot be allowed to walk upon flowers in carpets you don t find that foreign birds and butterflies come and perch upon your crockery you cannot be permitted to paint foreign birds and butterflies upon your crockery you never meet with quadrupeds going up and down walls you must not have quadrupeds represented upon walls you must use for all these purposes combinations and modifications in primary colours of mathematical figures which are susceptible of proof and demonstration this is the new discovery this is fact this is taste now if mr m choakumchild will proceed to give his first lesson here mr gradgrind i shall be happy at your request to observe his mode of procedure
p00006_A,00006,A,enough to give a baby cold
p00007_A,00007,A,well what s the matter what is young thomas in the dumps about
p00008_A,00008,A,we were peeping at the circus and father caught us
p00009_A,00009,A,and mrs gradgrind i should as soon have expected to find my children reading poetry
p00010_A,00010,A,that s the reason
p00011_A,00011,A,don t tell me that s the reason because it can t be nothing of the sort go and be somethingological directly
p00012_A,00012,A,louisa certainly did see her for she mentioned the application to me but louisa saw her i have no doubt in mrs gradgrind s presence
p00013_A,00013,A,oh my poor health the girl wanted to come to the school and mr gradgrind wanted girls to come to the school and louisa and thomas both said that the girl wanted to come and that mr gradgrind wanted girls to come and how was it possible to contradict them when such was the fact
p00014_A,00014,A,are you walking i have the father s address perhaps you would not mind walking to town with me
p00015_A,00015,A,not the least in the world as long as you do it at once i never wear gloves i didn t climb up the ladder in them shouldn t be so high up if i had
p00016_A,00016,A,you can take one mr bounderby
p00017_A,00017,A,always my pet ain t you louisa good bye louisa
p00018_A,00018,A,i was i was run after sir and i wanted to get away
p00019_A,00019,A,run after who would run after you
p00020_A,00020,A,what do you mean boy what are you doing how dare you dash against everybody in this manner was this boy running after you jupe
p00021_A,00021,A,he frightened me so with his cruel faces
p00022_A,00022,A,oh oh an t you one of the rest an t you a horse rider i never looked at her sir i asked her if she would know how to define a horse to morrow and offered to tell her again and she ran away and i ran after her sir that she might know how to answer when she was asked you wouldn t have thought of saying such mischief if you hadn t been a horse rider
p00023_A,00023,A,her calling seems to be pretty well known among em you d have had the whole school peeping in a row in a week
p00024_A,00024,A,truly i think so bitzer turn you about and take yourself home jupe stay here a moment let me hear of your running in this manner any more boy and you will hear of me through the master of the school you understand what i mean go along
p00025_A,00025,A,now girl take this gentleman and me to your father s we are going there what have you got in that bottle you are carrying
p00026_A,00026,A,it s what our people aways use sir when they get any hurts in the ring they bruise themselves very bad sometimes
p00027_A,00027,A,serve em right for being idle by george when i was four or five years younger than you i had worse bruises upon me than ten oils twenty oils forty oils would have rubbed off i didn t get em by posture making but by being banged about there was no rope dancing for me i danced on the bare ground and was larruped with the rope
p00028_A,00028,A,and this is pod s end is it jupe
p00029_A,00029,A,merrylegs and nine oils eh pretty well this for a self made man
p00030_A,00030,A,by your leaves gentlemen
p00031_A,00031,A,by your leaves gentlemen it was you i believe that were wishing to see jupe
p00032_A,00032,A,it was his daughter has gone to fetch him but i can t wait therefore if you please i will leave a message for him with you
p00033_A,00033,A,you see my friend we are the kind of people who know the value of time and you are the kind of people who don t know the value of time
p00034_A,00034,A,what does he come here cheeking us for then if you want to cheek us pay your ochre at the doors and take it out
p00035_A,00035,A,kidderminster stow that sir i was addressing myself to you you may or you may not be aware for perhaps you have not been much in the audience that jupe has missed his tip very often lately
p00036_A,00036,A,has what has he missed
p00037_A,00037,A,missed his tip
p00038_A,00038,A,offered at the garters four times last night and never done em once missed his tip at the banners too and was loose in his ponging
p00039_A,00039,A,oh that is tip is it
p00040_A,00040,A,in a general way that s missing his tip
p00041_A,00041,A,nine oils merrylegs missing tips garters banners and ponging eh queer sort of company too for a man who has raised himself
p00042_A,00042,A,we d have had a young gentleman to meet you if we had known you were coming it s a pity you don t have a bespeak being so particular you re on the tight jeff ain t you
p00043_A,00043,A,why has he been so very much goosed
p00044_A,00044,A,perhaps so
p00045_A,00045,A,i never apprenticed i was apprenticed when i was seven year old
p00046_A,00046,A,oh indeed i was not aware of its being the custom to apprentice young persons to
p00047_A,00047,A,idleness no by the lord harry nor i
